caderno_numero,tec_id,banca,concurso,ano,enunciado,alternativas,gabarito,unidades,artigos,uso_pedagogico,situacao_juridica,confianca,arquivo_origem,pagina,status_banco,motivo_banco,revisao_manual,importar_agora
619,1789562,FGV,AJ (TJ RO)/TJ RO/Oficial de Justiça/2021,2021,"Sobre a Lei nº 11.340/06 (Lei Maria da Penha), analise as assertivas a seguir. I - A lei 11.340/06 (Lei Maria da Penha) apresenta como formas de violência doméstica e familiar contra a mulher, entre outras, a violência física, a violência moral, a violência sexual, a violência psicológica e a violência patrimonial. II - Nos termos da Lei 11.340/06 (Lei Maria da Penha), considera-se violência física qualquer conduta que configure calúnia, difamação ou injúria. III - Nos termos da Lei 11.340/06 (Lei Maria da Penha), considera-se patrimonial qualquer conduta que ofenda sua integridade ou sua saúde corporal. IV - Nos termos da Lei 11.340/06 (Lei Maria da Penha), considera-se violência patrimonial qualquer conduta que configure retenção, subtração, destruição parcial ou total de seus objetos, instrumentos de trabalho, documentos pessoais, bens, valores e direitos ou recursos econômicos, incluindo os destinados a satisfazer suas necessidades. V - Segundo o art. 24-A da Lei 11.340/06, é crime a conduta de descumprir decisão judicial que defere medidas protetivas de urgência previstas na Lei 11.340/06 (Lei Maria da Penha). Assinale a alternativa correta.","a) Apenas l e II, estão corretas. | b) Apenas l e III, estão corretas. | c) Apenas II e IV, estão corretas. | d) Apenas I, III e V, estão corretas. | e) Apenas I, IV e V, estão corretas.",E,U1+U4,24-A;24,PRATICA_UNIDADE,ATUAL,media,Caderno Lei Maria da Penha - 601 ao 800.pdf,4,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
646,1256097,VUNESP,Coo (Pref Cananéia)/Pref Cananéia/Centro de Referência e Assistência Social/2020,2020,"No que se refere ao atendimento policial a grupos vulneráveis, julgue o item a seguir. A conduta de um namorado que ameaça divulgar fotos de sua namorada nua caso ela termine o relacionamento com ele pode ser enquadrada na Lei Maria da Penha. Certo Errado",,Certo,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,10,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
653,1501575,EDUCA PB,ASoc (Pref C Índios)/Pref C dos Índios/2020,2020,"A respeito da violência contra a mulher, julgue a alternativa CORRETA:","a) A legislação atual, prevê o afastamento do trabalho com manutenção do vínculo trabalhista, apenas, nos casos de violência doméstica com lesão corporal grave. | b) A violência contra a mulher é uma violação dos direitos humanos. | c) A lei Maria da Penha define que a violência doméstica e familiar contra a mulher é a praticada somente por agressor masculino e que necessariamente possua relação de parentesco ou afeto com a vítima. | d) A primeira legislação brasileira com objetivo de combater a violência doméstica e familiar contra a mulher, foi criada em 1998.",B,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,12,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
664,1479113,IBADE,GM (Cariacica)/Pref Cariacica/2020,2020,"No que se refere ao atendimento policial a grupos vulneráveis, julgue o item a seguir. A violência doméstica e familiar pode ser caracterizada tanto por ação quanto por omissão. Certo Errado",,Certo,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,15,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
696,908463,CEBRASPE (CESPE),Ana GRS (SLU DF)/SLU DF/Serviço Social/2019,2019,"Leia a seguinte notícia, publicada na Revista Exame em 05/12/2018: “O plenário da Câmara dos Deputados aprovou projeto de lei que obriga agressor a ressarcir o Sistema Único de Saúde por custos com vítimas de violência doméstica. A medida, que visa aumentar o rigor da Lei Maria da Penha, também determina que dispositivos de segurança usados no monitoramento das vítimas sejam custeados pelo agressor. A matéria segue para o Senado”. No que se refere à Lei Federal nº 11.340/2006, que cria mecanismos para coibir a agressão contra a mulher, relacione a Coluna 1 à Coluna 2, associando algumas das formas de violência doméstica e familiar às suas definições. Coluna 1 1. Física. 2. Moral. 3. Psicológica. Coluna 2 ( ) Qualquer conduta que lhe cause dano emocional e diminuição da autoestima ou que lhe prejudique e perturbe o pleno desenvolvimento ou que vise degradar ou controlar suas ações, comportamentos, crenças e decisões, mediante ameaça, constrangimento, humilhação, manipulação, isolamento, vigilância constante, perseguição contumaz, insulto, chantagem, ridicularização, exploração e limitação do direito de ir e vir. ( ) Qualquer conduta que ofenda sua integridade ou saúde corporal. ( ) Qualquer conduta que configure calúnia, difamação ou injúria. A ordem correta de preenchimento dos parênteses, de cima para baixo, é:",a) 3 – 1 – 2. | b) 1 – 2 – 3. | c) 3 – 2 – 1. | d) 2 – 1 – 3. | e) 2 – 3 – 1.,A,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,15,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
706,861698,VUNESP,Ori Soc (Itapevi)/Pref Itapevi/2019,2019,"O Núcleo Especial de Defesa dos Direitos da Mulher (Nudem) é o órgão da Defensoria Pública do Estado do Rio de Janeiro especializado na promoção e na defesa dos direitos das mulheres no estado. Sandra procurou o Nudem para relatar que a sua companheira Aline passou a ameaçá-la e a provocar escândalos em seu local de trabalho, desde que lhe comunicara a decisão de terminar o relacionamento de cinco anos. Sobre a situação relatada acima, é correto afirmar que:","a) não está tipificada como situação de violência contra a mulher por se tratar de união homoafetiva; | b) configura conduta de violência psicológica e moral praticada por Aline, contra Sandra; | c) constitui conduta de violência de gênero contra Aline, praticada por Sandra; | d) não configura forma de violência prevista na lei, já que se trata de conduta decorrente de conflito conjugal; | e) poderá ensejar a condenação de Aline ao pagamento de cesta básica por ofender a integridade psicológica de Sandra.",B,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,23,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
711,838571,IBRAE,EDAS (SEDES DF)/SEDES DF/Direito e Legislação/2019,2019,"Sobre o que prevê a Lei no 11.340/2006, é correto afirmar que","a) a violência doméstica e familiar contra a mulher constitui uma das formas de violação dos direitos humanos. | b) é direito da mulher em situação de violência doméstica e familiar o atendimento policial e pericial especializado, ininterrupto e prestado por servidores públicos do sexo masculino ou feminino, previamente capacitados. | c) as medidas protetivas de urgência poderão ser concedidas pelo juiz apenas a requerimento da ofendida. | d) as medidas protetivas de urgência serão aplicadas de forma isolada e não poderão ser substituídas por outras de maior eficácia. | e) a ofendida, para dar celeridade ao processo, poderá entregar intimação ou notificação ao agressor.",A,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,24,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
726,1270278,OBJETIVA CONCURSOS,Enf (S Martinho S)/Pref S Martinho da S/2019,2019,"A Lei Maria da Penha cria mecanismos para coibir e prevenir a violência doméstica e familiar contra a mulher, nos termos do § 8º do Art. 226 da Constituição Federal, da Convenção sobre a Eliminação de Todas as Formas de Violência contra a Mulher, da Convenção Interamericana para Prevenir, Punir e Erradicar a Violência contra a Mulher e de outros tratados internacionais ratificados pela República Federativa do Brasil; dispõe sobre a criação dos Juizados de Violência Doméstica e Familiar contra a Mulher; e estabelece medidas de assistência e proteção às mulheres em situação de violência doméstica e familiar. Isso posto, assinale a alternativa que identifica o público-alvo dessa lei:","a) Apenas mulheres heterossexuais e casadas. | b) Todas mulheres e homens vítimas de violência doméstica. | c) Todas as pessoas que se identificam com o sexo feminino, heterossexuais, transsexuais e homossexuais. | d) Todas as pessoas que se identificam com o sexo feminino, seguem uma filosofia cristã e de defesa da família. | e) Todas as pessoas que se identificam com o sexo feminino, menos profissionais do sexo.",C,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,28,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
728,1273091,OBJETIVA CONCURSOS,Ag (Taquaruçu Sul)/Pref Taquaruçu Sul/Social/2019,2019,"Sobre a violência contra a mulher, analisar os itens abaixo: I. Qualquer conduta que ofenda a integridade ou saúde corporal da mulher é compreendida como violência física. II. No atendimento à mulher em situação de violência doméstica e familiar, a autoridade policial deverá, entre outras providências, encaminhar a ofendida ao hospital ou posto de saúde e ao Instituto Médico Legal.",a) Os itens I e II estão corretos. | b) Somente o item I está correto. | c) Somente o item II está correto. | d) Os itens I e II estão incorretos.,A,U1+U3,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,28,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
730,1284278,OBJETIVA CONCURSOS,TEnf (P Bandeira)/Pref Pinto Bandeira/2019,2019,"De acordo com a Lei nº 11.340/2006, analisar a sentença abaixo: A violência psicológica é entendida como qualquer conduta que cause à mulher dano emocional e diminuição da autoestima ou que lhe prejudique e perturbe o pleno desenvolvimento ou que vise degradar ou controlar suas ações, comportamentos, crenças e decisões, mediante ameaça, constrangimento, humilhação, manipulação, isolamento, vigilância constante, perseguição contumaz, insulto, chantagem, violação de sua intimidade, ridicularização, exploração e limitação do direito de ir e vir ou qualquer outro meio que lhe cause prejuízo à saúde psicológica e à autodeterminação (1ª parte). Os Juizados de Violência Doméstica e Familiar contra a Mulher que vierem a ser criados poderão contar com uma equipe de atendimento multidisciplinar, a ser integrada por profissionais especializados nas áreas psicossocial, jurídica e de saúde (2ª parte). A sentença está:",a) Totalmente correta. | b) Correta somente em sua 1ª parte. | c) Correta somente em sua 2ª parte. | d) Totalmente incorreta.,A,U1+U5,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,29,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
738,714814,IADES,Sold (PM DF)/PM DF/Músico/2018,2018,"Acerca dos mecanismos para coibir a violência doméstica e familiar contra a mulher, trazidos nos exatos termos da Lei nº 11.340/06, é correto afirmar que","a) a assistência à mulher em situação de violência doméstica e familiar compreenderá o acesso aos benefícios decorrentes do desenvolvimento científico e tecnológico, excluindo-se, porém, os serviços de contracepção de emergência, a profilaxia das Doenças Sexualmente Transmissíveis (DST) e da Síndrome da Imunodeficiência Adquirida (AIDS). | b) na hipótese da iminência ou da prática de violência doméstica e familiar contra a mulher, a autoridade policial que tomar conhecimento da ocorrência dependerá de autorização judicial para adoção das providências legais cabíveis. | c) nas ações penais públicas condicionadas à representação da ofendida de que trata a lei em comento só será admitida a renúncia à representação perante o juiz, em audiência especialmente designada com tal finalidade, após o recebimento da denúncia e ouvido o Ministério Público. | d) a violência doméstica e familiar contra a mulher constitui uma das formas de violação dos direitos humanos. | e) a aplicação, nos casos de violência doméstica e familiar contra a mulher, de penas de cesta básica ou outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa, é medida autorizada pela norma sob análise.",D,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,30,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
739,692312,IBADE,Ana Prev (IPM JP)/IPM JP/Assistente Social/2018,2018,"Joana e Marcos mantiveram um relacionamento amoroso durante 12 anos. O término da relação ocorreu em razão do ciúme descontrolado de Marcos e da respectiva tentativa constante de controle sobre o corpo, o modo de agir e a mente da então companheira, culminando em agressões de ordem psicológica e caracterizando, portanto, um ciclo de violência doméstica.7 Considerando a situação hipotética apresentada e com base na Lei Maria da Penha, assinale a alternativa correta.","a) A coabitação é um requisito para aplicação da Lei Maria da Penha. | b) A competência dos processos cíveis, por opção do ofensor, será do respectivo domicílio ou da respectiva residência, do lugar do fato em que baseou a demanda e do domicílio da ofendida. | c) A prisão preventiva do agressor, em qualquer fase do inquérito policial ou da instrução criminal, deverá ser determinada pela autoridade policial competente. | d) A pena de cesta básica e outras de caráter pecuniário, bem como os institutos despenalizadores da Lei Maria da Penha, são aplicáveis aos processos da própria competência. | e) O ciclo de violência doméstica é uma forma de violação dos direitos humanos.",E,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,31,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
741,612958,AOCP,Cad (PM TO)/PM TO/2018,2018,"Maria Nilda, 59 anos de idade, natural do estado de São Paulo, com ensino fundamental incompleto, compareceu com seus quatro filhos a uma unidade pública de saúde do Distrito Federal, buscando orientações para melhorar a sua atual situação. Em atendimento com a assistente social, Maria informou que mora há apenas três anos no Distrito Federal e que veio de sua cidade natal em busca de melhores condições de vida. Na ocasião, estava na companhia dos seus filhos: Helena, com 24 anos de idade, ensino médio incompleto, no quarto mês de gestação, ainda não sabe se deseja permanecer com seu filho, pois acredita que não terá condições de criá-lo — relata essa dificuldade com base no fato de seu companheiro ter sido morto; Ricardo, 15 anos de idade, ensino médio incompleto, deficiente físico; Miguel, 13 anos de idade, estudante do ensino fundamental; e Pedro Gustavo, 11 anos de idade, atualmente fora da escola. Maria Nilda relatou vivenciar uma relação abusiva com o seu marido, José Ferreira, 63 anos de idade, o qual, por mais de trinta anos, tem constantemente a insultado e ofendido, questionando, inclusive, a própria paternidade dos filhos. Conta que atualmente seu marido sempre comparece em sua residência alcoolizado e os xingamentos têm piorado. Dada a sobrecarga da responsabilidade familiar, ela acredita que a necessidade de trabalhar a fez ser negligente com os filhos, o que a faz sentir-se culpada, ainda mais pelo fato de Miguel e Pedro Gustavo terem cometido ato infracional tipificado como roubo, sendo este o terceiro ato ilícito de Miguel e o segundo de Pedro Gustavo. A partir dessa situação hipotética, julgue o item subsecutivo, considerando o que dispõem a Lei Maria da Penha, o Estatuto da Criança e do Adolescente e o Estatuto do Idoso. A violência patrimonial sofrida por Maria Nilda deverá ser classificada como violência simbólica. Certo Errado",,Errado,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,31,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
749,1336891,IMPARH,PTNS (SDHDS)/Pref Fortaleza/Direito/2018,2018,"A Lei Maria da Penha, sancionada em 7 de agosto de 2006, como Lei n.º 11.340 visa proteger a mulher da violência doméstica e familiar. Sobre a Lei, é correto afirmar, EXCETO:","a) A lei serve para todas as pessoas que se identificam com o sexo feminino, heterossexuais e homossexuais. Isto quer dizer que as mulheres transexuais também estão incluídas. | b) A vítima precisa estar em situação de vulnerabilidade em relação ao agressor. Este não precisa ser necessariamente o marido ou companheiro: pode ser um parente ou uma pessoa do seu convívio. | c) A Lei traz novidades como a prisão do suspeito de agressão e não é mais possível substituir a pena por doação de cesta básica ou multas. | d) Uma característica inovadora é que a Lei contempla especificamente a agressão física sofrida pela mulher. | e) Anos depois de ter entrado em vigor, a lei Maria da Penha pode ser considerada um sucesso. Apenas 2% dos brasileiros nunca ouviram falar desta lei e houve um aumento de 86% de denúncias de violência familiar e doméstica após sua criação.",D,U1,,PRATICA_UNIDADE,ATUAL,media,Caderno Lei Maria da Penha - 601 ao 800.pdf,15,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
774,1742016,EJUD PI,Estag (TJ PI)/TJ PI/Direito/2018,2018,"A trajetória histórica dos movimentos sociais e das lutas para a garantia de direitos de crianças, adolescentes, mulheres e idosos permitiu a criação de leis para esses públicos: o Estatuto da Criança e do Adolescente (ECA); o Estatuto do Idoso; e a Lei n.º 11.340/2006, conhecida como Lei Maria da Penha. Com base nessas legislações, julgue o item. Para efeito da Lei Maria da Penha, considera‐se como violência doméstica e familiar contra a mulher qualquer ação ou omissão que cause morte, lesão, sofrimento físico, sexual ou psicológico à mulher. Certo Errado",,Errado,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,38,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
786,631048,IESES,Papilo (PCien SC)/PCien SC/2017,2017,"A Lei Nº 11.340/06, “Lei Maria da Penha”, criou inúmeros mecanismos para coibir e prevenir a violência doméstica e familiar contra a mulher. Sobre o tema, assinale a alternativa CORRETA.","a) A violência doméstica e familiar contra a mulher se constitui em uma das formas de violação dos direitos humanos. | b) Cabe exclusivamente ao poder público criar as condições necessárias para o efetivo exercício dos direitos enunciados na legislação. | c) Configura violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte, lesão, sofrimento físico, sexual ou psicológico e dano moral, exceto o patrimonial. | d) A política pública que visa coibir a violência doméstica e familiar contra a mulher far-se-á por meio exclusivo de ações da União e dos Estados. | e) A criação dos Juizados de Violência Doméstica e Familiar contra a Mulher, órgãos da Justiça Ordinária com competência cível e criminal, é de competência da União, estando distribuídos nos Estados e no Distrito Federal, para o processo, o julgamento e a execução das causas decorrentes da prática de violência doméstica e familiar contra a mulher.",A,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 601 ao 800.pdf,41,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
804,581287,COSEAC UFF,Ag (Pref Niterói)/Pref Niterói/Coordenação de Turno/2016,2016,"Com relação às disposições da Lei n.º 11.340/2006 — Lei Maria da Penha —, assinale a opção correta.","a) Para os efeitos da referida lei, a configuração da violência doméstica e familiar contra a mulher depende da demonstração de coabitação da ofendida e do agressor. | b) Os juizados especiais de violência doméstica e familiar contra a mulher têm competência exclusivamente criminal. | c) É tido como o âmbito da unidade doméstica o espaço de convívio permanente de pessoas, com ou sem vínculo familiar, salvo as esporadicamente agregadas. | d) A ofendida poderá entregar intimação ou notificação ao agressor se não houver outro meio de realizar a comunicação. | e) Considera-se violência sexual a conduta de forçar a mulher ao matrimônio mediante coação, chantagem, suborno ou manipulação, assim como a conduta de limitar ou anular o exercício de seus direitos sexuais e reprodutivos.",E,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,1,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
818,301540,SMA-RJ (antiga FJG),Ana Leg (CM RJ)/CM RJ/Assistência Social/2015,2015,"DULCE mantém relacionamento afetivo com ANA por cerca de dez anos, sendo diariamente ofendida, por meio de palavras e gestos. Deprimida, DULCE perdeu o emprego e assinou procuração à companheira ANA, que vem dilapidando o patrimônio comum do casal e bens particulares da companheira, sem prestação de contas ou partilha. DULCE se dirigiu à Delegacia de Defesa da Mulher, onde:","a) recebeu notificação para entrega à companheira ANA comparecer, na condição de averiguada, perante a Autoridade Policial, para prestar esclarecimentos. | b) foi lavrado Termo Circunstanciado pela possível prática de delito de menor potencial ofensivo, regido pela Lei dos Juizados Especiais Criminais (Lei no 9.099/99). | c) foi lavrado Boletim de Ocorrência, após notícia dos fatos, porque DULCE foi vítima de violência patrimonial e psicológica, por condição de gênero feminino. | d) não foi lavrado Boletim de Ocorrência, após notícia dos fatos, porque ANA, autora dos fatos, é mulher, e, portanto, DULCE não está em situação de vulnerabilidade. | e) não foi lavrado Boletim de Ocorrência, após notícia dos fatos, porque a violência patrimonial implica ilícito civil, não contemplado pela Lei Maria da Penha (Lei no 11.340/06).",C,U1,,PRATICA_UNIDADE,ATUAL,media,Caderno Lei Maria da Penha - 800 ao 1000.pdf,15,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
823,328682,FCC,AgDP (DPE SP)/DPE SP/Assistente Social/2015,2015,"Durante o plantão social em uma instituição, a equipe do Serviço Social atendeu uma senhora de 70 anos, esposa de um policial militar reformado de 82 anos. Essa senhora procurou o Serviço Social após a orientação e o encaminhamento da Corregedoria da referida instituição. No encaminhamento havia a indicação de acompanhamento social e psicológico pela equipe da Divisão de Assistência Social para a restauração da harmonia familiar. No decorrer da entrevista, a senhora relatou que era constantemente insultada pelo marido, e, às vezes, difamada e humilhada por ele. Acrescentou que esse fato tem sido recorrente, e, como consequência, sente que a sua autoestima vem diminuindo. Pelo fato de ambos serem idosos, a equipe do Serviço Social encaminhou o caso ao Ministério Público. Contudo, com base na Lei nº 11.340/2006 – Lei Maria da Penha –, a equipe também poderia ter acionado a rede de proteção à mulher, em especial pelo relato apresentar demandas relacionadas à situação de:",a) abandono; | b) maus tratos; | c) vulnerabilidade socioeconômica; | d) violência psicológica; | e) violência emocional.,D,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,5,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
851,972388,FUNRIO,Ass Soc (IF BA)/IF BA/2014,2014,"Há oito anos, em 07 de agosto de 2006, era aprovada a Lei nº 11.340, conhecida nacionalmente como Lei Maria da Penha. O instrumento legal foi um passo importante para o enfrentamento da violência contra a mulher, alterando o Código Penal em favor daquelas vítimas de violência. Quanto às formas de violência contra a mulher de acordo com a lei, analise os itens a seguir: I – a difamação por mídia virtual; II – a proibição de usar métodos contraceptivos; III – a destruição de documentos pessoais; IV – o cárcere privado; V – a agressão física por companheira em relação homoafetiva. O(s) item(ns) correto(s) é/são:","a) somente II; | b) somente I, II e IV; | c) somente I, III e V; | d) somente IV e V; | e) I, II, III, IV e V.",E,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,11,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
863,215155,VUNESP,DTP (PC SP)/PC SP/2014,2014,"Com relação aos direitos da criança e do adolescente (Lei n.º 8.069/1990 — Estatuto da Criança e do Adolescente) e ao direito da mulher à proteção contra a violência doméstica e familiar (Lei n.º 11.340/2006 — Lei Maria da Penha), julgue o item que se segue. Constitui violência doméstica e familiar contra mulher a conduta praticada pelo marido que configure calúnia, difamação ou injúria, sendo tal conduta entendida como violência moral. Certo Errado",,Certo,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,13,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
864,492358,Com. Exam. (MPE PR),Prom Jus (MPE PR)/MPE PR/2014,2014,"À luz da Lei n.º 11.340/2006 – Lei Maria da Penha, é correto afirmar que","a) é permitida a aplicação, nos casos de violência doméstica e familiar contra a mulher, de penas de cesta básica ou outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa. | b) aplica-se a Lei n.º 9.099/1995 – Juizados Especiais Cíveis e Criminais – aos crimes praticados com violência doméstica e familiar contra a mulher. | c) a violência doméstica e familiar contra a mulher constitui uma das formas de violação dos direitos humanos. | d) não caracteriza violência moral a conduta que configure calúnia, difamação ou injúria contra a mulher. | e) tal norma não é aplicável aos crimes praticados com violência doméstica e familiar contra crianças e adolescentes de sexo feminino.",C,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,13,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
871,496087,ESPP,Psico (MPE PR)/MPE PR/2013,2013,"Fulano, casado com Ciclana, num momento de discussão no lar, destruiu parte dos instrumentos de trabalho de sua esposa. Considerando a conduta de Fulano em face do disposto na Lei Maria da Penha, pode-se afirmar que","a) Fulano, pela sua conduta, poderá ser submetido à pena de pagamento de cestas básicas em favor de entidades assistenciais. | b) Fulano não se sujeitará às penas da Lei Maria da Penha, pois a sua conduta ocorreu apenas dentro do ambiente familiar. | c) Fulano estará sujeito à prisão preventiva, a ser decretada pelo juiz, de ofício, a requerimento do Ministério Público ou mediante representação da autoridade policial. | d) Fulano não poderá ser processado pela Lei Maria da Penha, tendo em vista que esta se destina a proteger a mulher contra agressões físicas, psicológicas ou morais, mas não patrimoniais. | e) Ciclana terá direito a obter medida judicial protetiva de urgência contra Fulano, podendo entregar pessoalmente a intimação da respectiva medida ao seu marido.",C,U4,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,15,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
884,3500525,FADURPE,Ass Soc (Pref Arapiraca)/Pref Arapiraca/2013,2013,"Com base no disposto na Lei Maria da Penha — Lei n.º 11.340/2006 —, assinale a opção correta.","a) A lei em pauta estabelece a habitualidade das condutas como requisito configurador das infrações nela contempladas, ou seja, como elemento constitutivo do tipo. | b) Caso uma empregada doméstica, maior e capaz, ao receber a notícia que será despedida, sob a suspeita da prática de furtos, agrida seu patrão — este com sessenta e sete anos de idade — e fuja, tal conduta da empregada em face do patrão caracterizará violência doméstica expressamente tipificada na lei em questão. | c) A violência familiar, assim considerada para efeitos da lei em pauta, engloba a praticada entre pessoas unidas por vínculo jurídico de natureza familiar ou por vontade expressa. | d) O conflito entre vizinhas de que resulte violência física e agressões verbais constitui evento que integra a esfera da violência doméstica e familiar de que trata a lei em apreço. | e) Para a caracterização de violência doméstica e familiar é imprescindível a existência de vínculo familiar entre o agente e o paciente.",C,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,18,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
889,113946,CEBRASPE (CESPE),Escr (PC BA)/PC BA/2013,2013,"No que se refere a competência, sujeitos processuais, provas, medidas cautelares e recursos, julgue o item a seguir. O castigo corporal excessivo imposto pela mãe à filha, com o intuito de estabelecer limites, não é da competência dos juizados de violência doméstica e familiar contra a mulher. Certo Errado",,Certo,U4,,PRATICA_UNIDADE,ATUAL,media,Caderno Lei Maria da Penha - 800 ao 1000.pdf,19,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
908,1569268,FCC,Ana Min (MPE AP)/MPE AP/Psicologia/2012,2012,"De acordo com a Lei Maria da Penha, Lei n. 11.340/2006, assinale a alternativa INCORRETA.","a) Aos crimes praticados com violência doméstica e familiar contra a mulher, independentemente da pena prevista, aplica-se a Lei n. 9.099, de 26 de setembro de 1995. | b) Nos casos de violência doméstica contra a mulher, o juiz poderá determinar o comparecimento obrigatório do agressor a programas de recuperação e reeducação. | c) Caberá ao Ministério Público, sem prejuízo de outras atribuições, nos casos de violência doméstica e familiar contra a mulher cadastrar esses casos de violência. | d) A violência doméstica e familiar contra a mulher qualifica-se como violência sexual quando ela for impedida de usar qualquer método contraceptivo, mediante coação, chantagem, suborno ou manipulação.",A,,,BANCO_GERAL_MISSAO_FINAL,ATUAL,media,Caderno Lei Maria da Penha - 800 ao 1000.pdf,23,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
