caderno_numero,tec_id,banca,concurso,ano,enunciado_resumo,status_comparacao,questao_existente_id,unidade,artigos,uso_pedagogico,confianca,motivo,arquivo_origem,pagina
414,2890917,NTCS,GCM (Pref SJ da Baliza)/Pref SJ da Baliza/2023,2023,"A Lei 11.340/06, popularmente conhecida como “Lei Maria da Penha”, visa coibir a violência doméstica e familiar praticada contra a mulher. C…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 3): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,2
415,2885948,UNIVIDA,Ed Soc (Pref Terra Boa)/Pref Terra Boa/2023,2023,"Maria da Penha Maia Fernandes, cearense de 71 anos, é uma das milhares de vítimas brasileiras da violência doméstica. Por duas vezes o marid…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 5): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,2
416,2885524,NTCS,GCM (Pref Bonfim RR)/Pref Bonfim (RR)/2023,2023,"A Lei 11.340/06, popularmente conhecida como “Lei Maria da Penha”, cria mecanismos para coibir a violência doméstica e familiar contra a mul…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 2): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,3
417,2885113,FAU UNICENTRO,Ass Soc (UNIOESTE)/UNIOESTE/2023,2023,"Sobre a Lei Maria da Penha , marque (V) Verdadeiro ou (F) Falso e assinale a alternativa correspondente: ( ) A Lei cria mecanismos para coib…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 4): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,3
418,2881886,EDUCA PB,CEAE (Pref Pilões)/Pref Pilões/2023,2023,"Com base no Art. 7º da Lei nº 11.340/2006, “São formas de violência doméstica e familiar contra a mulher, entre outras: I. A violência físic…",NOVA,,U1,7,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): artigo citado no texto: 7. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,3
419,2880201,EDUCA PB,ASoc (Pref Pilões)/Pref Pilões/2023,2023,"Segundo a Lei nº 11.340/96, – Maria da Penha, Art. 7º “São formas de violência doméstica e familiar contra a mulher”, entre outras: I. A vio…",NOVA,,U1,7,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): artigo citado no texto: 7. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,3
420,2873346,IGEDUC,ASoc (Pref Pombos)/Pref Pombos/Secretaria de Assistência Social/2023,2023,"Julgue o item a seguir. De acordo com a lei Maria da Penha, configura violência doméstica e familiar contra a mulher qualquer ação ou omissã…",NEAR_DUPLICATE_REVISAR,861,,,NAO_IMPORTAR,baixa,"Similaridade 0.38 com questao existente id 861 (camada C_SIMILARIDADE); revisar antes de decidir NOVA ou JA_EXISTE.",Caderno Lei Maria da Penha - 401 ao 600.pdf,4
421,2872545,IGEDUC,Ori Soc (Pref Ingá)/Pref Ingá/2023,2023,"Julgue o item a seguir. Forçar relação ou ato sexual (mesmo que com marido ou companheiro), manter relação com mulher inconsciente, obrigar …",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 1): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,4
422,2872477,IGEDUC,Ori Soc (Pref Ingá)/Pref Ingá/2023,2023,"Julgue o item a seguir. São exemplos de violência psicológica contra mulheres: rasgar roupas, quebrar celular, destruir fotos, controlar sal…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 1): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,4
423,2872471,IGEDUC,Ori Soc (Pref Ingá)/Pref Ingá/2023,2023,"Julgue o item a seguir. Insultar, caluniar, difamar, mentir para expor a mulher, inclusive com o uso das redes sociais e, ainda, fotografar …",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 1): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,4
424,2854960,IBFC,Psic (SAEB BA)/SAEB BA/2023,2023,"A Lei Maria da Penha estabelece as formas de violência doméstica e familiar contra a mulher. Nesse sentido, assinale a alternativa correta s…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 5): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,4
425,2852647,ASSEGE,ASoc (Pref Aramari)/Pref Aramari/2023,2023,"A Lei Maria da Penha cria mecanismos para coibir e prevenir a violência doméstica e familiar contra a mulher, nos termos do § 8º do art. 226…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 6): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,5
426,2844317,GSA,GCM (Pref Itapetininga)/Pref Itapetininga/2023,2023,Em relação à Lei n. 11.340/06 que cria mecanismos para coibir a violência doméstica e familiar contra a mulher é correto afirmar que são for…,NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 6): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,5
427,2844316,GSA,GCM (Pref Itapetininga)/Pref Itapetininga/2023,2023,"Em relação à Lei n. 11.340/06 que cria mecanismos para coibir a violência doméstica e familiar contra a mulher, cujo fundamento de proteção …",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 2): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,5
428,2837743,IBFC,Ass Soc (CET Santos)/CET Santos/2023,2023,A Lei de número 11.340/2006 indica uma série de aspectos sobre a violência cometida contra mulheres. No artigo 7º é apresentada a definição …,NOVA,,U1,7,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): artigo citado no texto: 7. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,5
429,2837114,IBFC,Ag Aten (CET Santos)/CET Santos/2023,2023,"A respeito da Lei nº 11.340, de 7 de agosto de 2006, Lei Maria da Penha, assinale a alternativa correta.",NOVA,,U2,,PRATICA_UNIDADE,alta,"Revisao manual completa: Correta trata da manutencao do vinculo trabalhista por ate seis meses (art. 9º, §2º).",Caderno Lei Maria da Penha - 401 ao 600.pdf,6
430,2832645,FUNDATEC,ASG (CM Sapucaia do Sul)/CM Sapucaia do Sul/2023,2023,Leia a notícia da Figura 1 abaixo: Figura 1 Fonte: Jornal Pioneiro (24/10/2017) Segundo as disposições do Art. 7º da Lei Maria da Penha (Lei…,NOVA,,U1,7,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): artigo citado no texto: 7. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,6
431,2832449,FUNDATEC,Ag (CM Sapucaia do Sul)/CM Sapucaia do Sul/Administrativo/2023,2023,Analise a notícia da Figura 1 a seguir: Figura 1 Fonte: GZH (10/07/2023) Com base nas disposições do Art. 7º da Lei Maria da Penha (Lei Fede…,PROBLEMATICA,,,,NAO_IMPORTAR,,"Questao depende de ""Figura 1"" (recorte de noticia/imagem) citada no enunciado, que nao esta disponivel em texto no PDF. Sem a imagem nao e possivel validar o enunciado nem confirmar a resposta.",Caderno Lei Maria da Penha - 401 ao 600.pdf,6
432,2832187,FUNDATEC,Ag (Água de Ivoti)/Água de Ivoti/Administrativo/2023,2023,"Analise as seguintes asserções e a relação proposta entre elas, tendo por referência a Lei Maria da Penha (Lei Federal nº 11.340/2006): I. A…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 1): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,15
433,2832030,INSTITUTO MAIS,GM (Pref Cosmópolis)/Pref Cosmópolis/2023,2023,"De acordo com a Lei Maria da Penha, entendida como qualquer conduta que cause danos emocionais e diminuição da autoestima ou que lhe prejudi…",NOVA,,,,BANCO_GERAL_MISSAO_FINAL,baixa,"Nenhum sinal de artigo ou vocabulario tematico detectado automaticamente; nao lida individualmente nesta fase.",Caderno Lei Maria da Penha - 401 ao 600.pdf,15
434,2831105,FUNDATEC,Serv (CM Agudo)/CM Agudo/2023,2023,"A Lei Maria da Penha (Lei nº 11.340/2006) ajuda a prevenir e impedir a violência doméstica e familiar contra a mulher. Segundo essa lei, vio…",NOVA,,,,BANCO_GERAL_MISSAO_FINAL,baixa,"Nenhum sinal de artigo ou vocabulario tematico detectado automaticamente; nao lida individualmente nesta fase.",Caderno Lei Maria da Penha - 401 ao 600.pdf,15
435,2830572,FUNDATEC,Aux Leg (CM Agudo)/CM Agudo/2023,2023,"Considerando as formas de violência especificadas pela Lei Maria da Penha, assinale a alternativa correta.",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 4): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,15
436,2830569,FUNDATEC,Aux Leg (CM Agudo)/CM Agudo/2023,2023,"Maria é médica e é casada com Diego, que é engenheiro. Ambos são servidores concursados da Prefeitura de Agudo. O casal tem dois filhos: Joã…",NOVA,,U1,,PRATICA_UNIDADE,alta,Revisao manual completa: Testa o ambito de aplicacao da lei em contexto familiar (art. 5º).,Caderno Lei Maria da Penha - 401 ao 600.pdf,15
437,2828648,FCC,AJ (TJ BA)/TJ BA/Apoio Especializado/Pedagogo/2023,2023,"Nos termos da Lei nº 11.340/2006 (Lei Maria da Penha), a violência psicológica é",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 2): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,8
438,2824698,AVANÇASP,OSoc (Pref Itapecerica S)/Pref Itapecerica S/2023,2023,"De acordo com a Lei Maria da Penha (Lei Federal n.º 11.340/06), assinale a alternativa com a sequencia correta. _______________, entendida c…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 5): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,8
439,2822362,FCC,AJ (TJ BA)/TJ BA/Apoio Especializado/Assistente Social/2023,2023,"Considera-se violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte. lesão, sofriment…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 1): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,8
440,2813039,INTEGRI BRASIL,GC (Pref Socorro)/Pref Socorro/Estagiário/2023,2023,"De acordo com a Lei Federal nº 11.340, de 7 de agosto de 2006 - Art. 7º São formas de violência doméstica e familiar contra a mulher, entre …",NOVA,,U1,7,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): artigo citado no texto: 7. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,8
441,2786206,FUNDEP,Ass Soc (CEMIG)/CEMIG/2023,2023,"De acordo com o disposto na Lei Maria da Penha (Lei nº 11.340/2006), a proteção e os direitos das mulheres em situação de violência doméstic…",NOVA,,U1+U2,,PRATICA_UNIDADE,baixa,"Revisao manual completa: Resposta correta e um resumo generico que combina tipificacao dos 5 tipos de violencia (U1) com medidas de prevencao/assistencia (U2), sem ancora em um artigo especifico.",Caderno Lei Maria da Penha - 401 ao 600.pdf,8
442,2769196,INSTITUTO MAIS,GCM (Pref Santos)/Pref Santos/2023,2023,"Sobre os tipos de violência previstos na Lei Maria da Penha, correlacione as colunas da tabela abaixo. Coluna I Coluna II Entendida como qua…",NOVA,,,,BANCO_GERAL_MISSAO_FINAL,baixa,"Nenhum sinal de artigo ou vocabulario tematico detectado automaticamente; nao lida individualmente nesta fase.",Caderno Lei Maria da Penha - 401 ao 600.pdf,9
443,2755533,IVIN,CSS (Pref Valença do PI)/Pref Valença do PI/2023,2023,"De acordo com a Lei Maria da Penha, é entendida como qualquer conduta que lhe cause dano emocional e diminuição da autoestima ou que lhe pre…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 5): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,10
444,2749394,SELECON,Mon Soc (Pref Pri do Leste)/Pref Pri do Leste/2023,2023,"A Lei Maria da Penha (n.º 11.340 de 07/08/2006) estabelece que, dentre as formas de violência doméstica e familiar contra a mulher está a ps…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 1): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,10
445,2739031,IGEDUC,GM (Pref Surubim)/Pref Surubim/2023,2023,"Julgue o item a seguir. Segundo a Lei Maria da Penha, a violência doméstica e familiar contra a mulher ocorre em âmbito físico, excluindo qu…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 1): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,10
446,2736918,IGEDUC,GM (Pref SV Férrer)/Pref SV Férrer/2023,2023,"Julgue o item a seguir. São formas de violência doméstica e familiar contra a mulher, entre outras: violência física, violência psicológica,…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 6): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,10
447,2736792,IGEDUC,GM (Pref SV Férrer)/Pref SV Férrer/2023,2023,"A violência sexual é entendida como qualquer conduta que constranja a mulher a presenciar, a manter ou a participar de relação sexual não de…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 1): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,11
448,2736747,IGEDUC,GM (Pref SV Férrer)/Pref SV Férrer/2023,2023,Julgue o item a seguir. A violência moral é entendida como qualquer conduta que ofenda sua integridade ou saúde corporal.,NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 1): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,11
449,2735885,IDECAN,GC (Pref Serra)/Pref Serra (ES)/2023,2023,"A respeito das formas de violência doméstica e familiar contra a mulher, que se constituem em violação dos direitos humanos e se caracteriza…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 3): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,11
450,2666495,IGEDUC,ASoc (Pref Triunfo (PE))/Pref Triunfo (PE)/Todas as áreas/2023,2023,Julgue o item a seguir. A violência doméstica e familiar contra a mulher não se constitui em violação dos direitos humanos.,NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 1): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,11
451,2664350,IGEDUC,GM (Pref Triunfo (PE))/Pref Triunfo (PE)/2023,2023,Julgue o item a seguir. A coabitação entre agressor e vítima é necessária para que se configure a violência doméstica.,NOVA,,,,BANCO_GERAL_MISSAO_FINAL,baixa,"Nenhum sinal de artigo ou vocabulario tematico detectado automaticamente; nao lida individualmente nesta fase.",Caderno Lei Maria da Penha - 401 ao 600.pdf,11
452,2664221,IGEDUC,GM (Pref Triunfo (PE))/Pref Triunfo (PE)/2023,2023,"Julgue o item a seguir. As formas de violência doméstica e familiar contra a mulher dispostas na Lei nº 11.340, de 7 de agosto de 2006 (Lei …",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 1): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,11
453,2656316,IBFC,AgPP (IAPEN AC)/IAPEN AC/2023,2023,"Acerca das formas de violência doméstica e familiar contra a mulher previstas na Lei Maria da Penha (Lei nº 11.340/2006), assinale a alterna…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 2): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,12
454,2641353,FAUEL,GCM (Pref Sengés)/Pref Sengés/2023,2023,Os incisos do Art. 7º da Lei n.º 11.340/06 e suas alterações (Lei Maria da Penha) descreve as formas de vio lência doméstica e familiar cont…,NOVA,,U1,7,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): artigo citado no texto: 7. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,12
455,2641121,ADM&TEC,OSoc (Pref Timbaúba)/Pref Timbaúba/2023,2023,Analise as afirmativas a seguir: I. Configura-se violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero q…,NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 2): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,12
456,2634262,IGEDUC,ASoc (Tupanatinga)/Pref Tupanatinga/2023,2023,"A violência patrimonial contra a mulher é entendida como qualquer conduta que configure retenção, subtração, destruição parcial ou total de …",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 1): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,12
457,2634226,IGEDUC,ASoc (Tupanatinga)/Pref Tupanatinga/2023,2023,"O conceito de violência sexual contra uma mulher, à luz da legislação atual, compreende qualquer conduta que a estimule a manter, a particip…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 1): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,12
458,2632102,VUNESP,Proc Mun (Pref SJRP)/Pref SJRP/2023,2023,"Nos termos da Lei nº 11.340, de 7 de agosto de 2006, para que seja configurada a violência doméstica e familiar contra a mulher ela pode ser…",NEAR_DUPLICATE_REVISAR,346,,,NAO_IMPORTAR,baixa,"Similaridade 0.424 com questao existente id 346 (camada C_SIMILARIDADE); revisar antes de decidir NOVA ou JA_EXISTE.",Caderno Lei Maria da Penha - 401 ao 600.pdf,12
459,2629049,ADM&TEC,ASoc (Pref Timbaúba)/Pref Timbaúba/2023,2023,"Analise as afirmativas a seguir: I. À luz da Lei Maria da Penha, a violência doméstica e familiar contra a mulher não constitui uma das form…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 2): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,13
460,2622322,FUNDATEC,Ana Sup (CAU RS)/CAU RS/Sem Área/2023,2023,"Tendo por referência a Lei nº 11.340/2006, Lei Maria da Penha, analise as seguintes asserções e a relação proposta entre elas: I. A violênci…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 2): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,13
461,2614560,Legalle,AnaDP (DPE PA)/DPE PA/Serviço Social/2023,2023,Analise as assertivas abaixo acerca da Lei n.º 11.340/2006 ( Lei Maria da Penha). I. A violência psicológica é entendida como qualquer condu…,NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 3): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,13
462,2597273,IDECAN,GCM (Maracanaú)/Pref Maracanaú/2023,2023,"São formas de violência doméstica e familiar contra a mulher previstas na Lei Maria da Penha (Lei nº 11.340/2006): I. a violência moral, exc…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 6): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,13
463,2596117,ITAME,Ag (Pref Nazário)/Pref Nazário/Saúde/2023,2023,"Sancionada em 7 de agosto de 2006, a Lei nº 11.340, conhecida como Lei Maria da Penha, objetiva proteger a mulher da violência doméstica e f…",NOVA,,,,BANCO_GERAL_MISSAO_FINAL,baixa,"Nenhum sinal de artigo ou vocabulario tematico detectado automaticamente; nao lida individualmente nesta fase.",Caderno Lei Maria da Penha - 401 ao 600.pdf,14
464,2596087,ITAME,Ag (Pref Nazário)/Pref Nazário/Combate às Endemias/2023,2023,"Considerando o ACE, como importante sujeito no processo de orientações acerca da violência contra a mulher, com foco em coibir tal prática, …",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 4): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,14
465,2593846,VUNESP,AgDP (DPE SP)/DPE SP/Cientista Social - Sociólogo/2023,2023,"A Lei Federal nº 11.340/2006, conhecida como Lei Maria da Penha, em seu artigo 7º, classifica os diferentes tipos de violência contra a mulh…",NOVA,,U1,7,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): artigo citado no texto: 7. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,14
466,2591112,VUNESP,AgDP (DPE SP)/DPE SP/Analista de Suporte/2023,2023,"Fulano de Tal, em razão de sua crença religiosa, não aceita a utilização de quaisquer métodos contraceptivos pela sua companheira, com a qua…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 2): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,14
467,2587835,VUNESP,GCM (Pref SBC)/Pref SBC/2023,2023,"Segundo a Lei no 11.340/2006 (Lei “Maria da Penha”), constitui uma das formas de violência doméstica e familiar contra a mulher, entre outra…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 3): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,14
468,2585918,FURB,ESoc (Schroeder)/Pref Schroeder/2023,2023,"De acordo com a Lei Maria da Penha, que institui mecanismos para coibir a violência doméstica e familiar contra a mulher, é correto afirmar …",NOVA,,U1,,PRATICA_UNIDADE,alta,Revisao manual completa: Correta reproduz a definicao do caput do art. 5º.,Caderno Lei Maria da Penha - 401 ao 600.pdf,15
469,2582271,Unifil,Educ (Pref Tamarana)/Pref Tamarana/2023,2023,"A Lei nº 11.340 de 07 de agosto de 2006, também conhecida como Lei Maria da Penha, define a violência doméstica e familiar contra a mulher c…",NEAR_DUPLICATE_REVISAR,346,,,NAO_IMPORTAR,baixa,"Similaridade 0.375 com questao existente id 346 (camada C_SIMILARIDADE); revisar antes de decidir NOVA ou JA_EXISTE.",Caderno Lei Maria da Penha - 401 ao 600.pdf,15
470,2582270,Unifil,Educ (Pref Tamarana)/Pref Tamarana/2023,2023,"De acordo com Lei nº 11.340/2006, informe se é verdadeiro (V) ou falso (F) para o que se afirma e assinale a alternativa com a sequência cor…",NOVA,,,,BANCO_GERAL_MISSAO_FINAL,media,"Revisao manual completa: Cinco itens V/F cobrem coabitacao (art. 5º, U1), vinculo trabalhista (art. 9º, U2) e afastamento/prisao preventiva (arts. 20/22, U4) simultaneamente.",Caderno Lei Maria da Penha - 401 ao 600.pdf,15
471,2561017,FUNDATEC,AST (PROCERGS)/PROCERGS/Técnico em Administração/2023,2023,"De acordo com as disposições da Lei Maria da Penha, entre as formas de violência doméstica e familiar contra a mulher, está a violência físi…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 2): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,15
472,2559253,IAUPE,Ed Soc (SME SJCG)/Pref SJCG/2023,2023,"Referente à compreensão e tipos de violências perpetrados contra as mulheres, de acordo com a Lei Maria da Penha, Lei n.º 11.340, de 07 de a…",NOVA,,U1,,BANCO_GERAL_MISSAO_FINAL,baixa,Classificacao heuristica (nao lida individualmente nesta fase): vocabulario tematico (score 4): U1. Recomenda-se leitura dedicada antes de usar como pratica de unidade.,Caderno Lei Maria da Penha - 401 ao 600.pdf,15
