id,materia,assunto,banca,concurso,ano,status,enunciado_inicio,cursos,n_cursos,unidades_pedagogicas,n_unidades,gerada_por_ia
316,Língua Portuguesa,Conectores,Fundatec,Guarda Municipal de Gravataí/RS - Concurso Público nº 01/2025,2026,EXPLICACAO_INCOMPLETA,"No trecho retirado do texto “Uma boa rotina de sono pode mais que dobrar esse benefício, reduzindo os sintomas",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
334,Língua Portuguesa,Conectores,Fundatec,Corpo de Bombeiros Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"Assinale a alternativa que indica uma palavra que NÃO substitui corretamente a conjunção “mas” na linha 07, po",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
228,Língua Portuguesa,Denotação e conotação,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,"Na frase “O policial fechou a porta”, a palavra “porta” foi empregada, em regra, em sentido:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
229,Língua Portuguesa,Denotação e conotação,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,"Na frase “A aprovação abriu portas para sua carreira”, a expressão “abriu portas” está em sentido:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
230,Língua Portuguesa,Denotação e conotação,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,Assinale a alternativa em que há uso conotativo.,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
68,Língua Portuguesa,Significação das palavras,Fundatec,Brigada Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"Considerando a palavra “calamidade”, analise as assertivas a seguir, assinalando V, se verdadeiras, ou F, se f",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
122,Língua Portuguesa,Significação das palavras,Fundatec,Brigada Militar RS - Soldado Nível III,2022,EXPLICACAO_GENERICA,"Avalie as assertivas a seguir, relativas a determinados vocábulos utilizados no texto-base: I. “caquéticos” te",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
308,Língua Portuguesa,Significação das palavras,Papiro,PAPIRO - Adaptada do padrão Fundatec 2025/2026,2026,EXPLICACAO_INCOMPLETA,"As palavras “eminente” e “iminente” significam, respectivamente:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
317,Língua Portuguesa,Significação das palavras,Fundatec,Guarda Municipal de Gravataí/RS - Concurso Público nº 01/2025,2026,EXPLICACAO_INCOMPLETA,No trecho retirado do texto “Saber amenizar os prejuízos disso é também um jeito de cuidar do psicológico da j,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
7,Direito Processual Penal,Inquérito policial,Papiro — estilo FGV,Polícia Civil do Paraná,,EXPLICACAO_INCOMPLETA,"Sobre o inquérito policial, é correto afirmar que ele é, em regra:",Polícia Civil do Paraná — Agente de Polícia Judiciária,1,(nenhuma),0,false
8,Direito Processual Penal,Cadeia de custódia,Papiro — estilo FGV,Polícia Civil do Paraná,,EXPLICACAO_INCOMPLETA,A cadeia de custódia tem como finalidade principal:,Polícia Civil do Paraná — Agente de Polícia Judiciária,1,(nenhuma),0,false
10,Legislação Penal Especial,Abuso de Autoridade,Papiro — estilo FGV,Polícia Civil do Paraná,,EXPLICACAO_INCOMPLETA,"Para a configuração dos crimes da Lei de Abuso de Autoridade, a lei exige, além do dolo, finalidade específica",Polícia Civil do Paraná — Agente de Polícia Judiciária,1,(nenhuma),0,false
11,Informática,Segurança da informação,Papiro — estilo FGV,Polícia Civil do Paraná,,EXPLICACAO_INCOMPLETA,Uma mensagem eletrônica que imita uma instituição legítima para induzir o usuário a informar sua senha é exemp,Polícia Civil do Paraná — Agente de Polícia Judiciária,1,(nenhuma),0,false
15,Informática,Segurança da informação,Papiro — estilo Fundatec,Brigada Militar do Rio Grande do Sul,,EXPLICACAO_INCOMPLETA,Qual prática aumenta a segurança de uma conta utilizada em serviço?,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
32,Informática,Segurança da informação,Papiro - estilo Fundatec,Brigada Militar do Rio Grande do Sul,,EXPLICACAO_INCOMPLETA,Qual medida adiciona uma segunda verificação além da senha ao acessar uma conta?,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
294,Informática,Segurança da informação,Papiro,PAPIRO - Adaptada do padrão Fundatec 2025/2026,2026,EXPLICACAO_INCOMPLETA,Uma mensagem eletrônica fraudulenta que tenta induzir o usuário a fornecer senhas ou dados bancários caracteri,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
639,Informática,Segurança da informação,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,"Em relação à segurança cibernética, qual das alternativas abaixo melhor define o que é spoofing?",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
640,Informática,Segurança da informação,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,"Sobre a autenticação multifator (MFA), é INCORRETO afirmar que:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
641,Informática,Segurança da informação,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,A criptografia que utiliza a mesma chave tanto para codificar (criptografar) quanto para decodificar (descript,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
642,Informática,Segurança da informação,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,"Durante o atendimento em um posto da Guarda Municipal, um agente utiliza um computador institucional para regi",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
706,Informática,Segurança da informação,Fundatec,Per Crim (IGP RS)/IGP RS/Contabilidade e Economia/2025,2025,EXPLICACAO_GENERICA,"Sobre os princípios da segurança da informação, analise as assertivas abaixo: I. A autenticidade garante que a",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
707,Informática,Segurança da informação,Fundatec,Per Crim (IGP RS)/IGP RS/Contabilidade e Economia/2025,2025,EXPLICACAO_GENERICA,"Códigos maliciosos (malwares) são usados como intermediários para a prática de golpes, realização de ataques e",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
708,Informática,Segurança da informação,Fundatec,Tec Per (IGP RS)/IGP RS/Técnico em Química/2025,2025,EXPLICACAO_GENERICA,"Tipo de código malicioso (malware) capaz de se replicar automaticamente por uma rede de computadores, enviando",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
709,Informática,Segurança da informação,Fundatec,Tec Per (IGP RS)/IGP RS/Técnico em Química/2025,2025,EXPLICACAO_GENERICA,"O processo de criar uma cópia de segurança de dados, com o objetivo de permitir a recuperação desses dados cas",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
710,Informática,Segurança da informação,Fundatec,Del Pol (PC RS)/PC RS/2025,2025,EXPLICACAO_GENERICA,"É um mecanismo técnico destinado a garantir a integridade de dados, permitindo verificar se um arquivo digital",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
31,Informática,Windows,Papiro - estilo Fundatec,Brigada Militar do Rio Grande do Sul,,EXPLICACAO_INCOMPLETA,"No Windows, mover um arquivo para a Lixeira normalmente permite:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
60,Informática,Windows,Fundatec,Brigada Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"Na Figura 1 abaixo, é apresentada uma janela do Explorador de Arquivos no Microsoft Windows 10, em sua configu",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
101,Informática,Windows,Fundatec,SUSEPE RS - Agente Penitenciário,2022,EXPLICACAO_INCOMPLETA,"No Microsoft Windows 10, não é permitido o uso de alguns caracteres em nomes de arquivos e pastas. Assinale a ",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
102,Informática,Windows,Fundatec,SUSEPE RS - Agente Penitenciário,2022,EXPLICACAO_INCOMPLETA,"Analise as ações abaixo, verificando se podem ser executadas utilizando a Barra de Tarefas do Microsoft Window",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
103,Informática,Windows,Fundatec,SUSEPE RS - Agente Penitenciário Administrativo,2022,EXPLICACAO_INCOMPLETA,Em que categoria do Painel de Controle do Microsoft Windows 10 está disponível a opção para desinstalar um pro,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
108,Informática,Windows,Fundatec,Brigada Militar RS - Soldado Nível III,2022,EXPLICACAO_INCOMPLETA,"Entre as maneiras de desligar um computador que utiliza o Microsoft Windows 10, existe uma em que o consumo de",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
338,Informática,Windows,Fundatec,Corpo de Bombeiros Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"No Microsoft Windows 10, em sua configuração padrão e em português, como é chamado o tipo de ícone utilizado c",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
339,Informática,Windows,Fundatec,Corpo de Bombeiros Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"Sobre o Microsoft Windows 10, em sua configuração padrão e em português, são informações exibidas na guia “Pro",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
494,Informática,Windows,Fundatec,GM (Pref Foz do Iguaçu)/Pref Foz do Iguaçu/2024,2024,EXPLICACAO_GENERICA,"Analise a Figura 1 abaixo, que apresenta uma tela do Windows 10: Figura 1Qual aba do Gerenciador de Tarefas es",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
643,Informática,Windows,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,"Sobre a área de transferência no Microsoft Windows 11, em sua configuração padrão e versão em português, anali",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
644,Informática,Windows,Fundatec,GM (Pref Gravataí)/Pref Gravataí/2026,2026,EXPLICACAO_GENERICA,"No sistema operacional Windows 10, para que um atalho de um arquivo ou programa funcione corretamente é fundam",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
645,Informática,Windows,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,"Ao criar uma nova pasta no Windows 11, qual dos nomes abaixo NÃO pode ser utilizado?",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
711,Informática,Windows,Fundatec,GM (Pref Porto Alegre)/Pref Porto Alegre/2025,2025,EXPLICACAO_GENERICA,"Em relação ao Windows 10, relacione a Coluna 1 à Coluna 2, associando as seguintes funcionalidade às suas resp",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
835,Informática,Windows,Fundatec,Tec (Pref Viamão)/Pref Viamão/Agrícola/2022,2022,EXPLICACAO_GENERICA,"No Explorador de Arquivos do Microsoft Windows 10, ao abrir a caixa de diálogo ""Propriedades"" de um arquivo, s",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
836,Informática,Windows,Fundatec,Pol Pen (PP RS)/PP RS/2022,2022,EXPLICACAO_GENERICA,"No Microsoft Windows 10, não é permitido o uso de alguns caracteres em nomes de arquivos e pastas. Assinale a ",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
33,Informática,Planilhas eletrônicas,Papiro - estilo Fundatec,Brigada Militar do Rio Grande do Sul,,EXPLICACAO_INCOMPLETA,"Em uma planilha, a fórmula =SOMA(A1:A5) tem a finalidade de:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
62,Informática,Planilhas eletrônicas,Fundatec,Brigada Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"No Microsoft Excel 2016, versão para computador, em sua configuração padrão e em português, são teclas que, is",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
93,Informática,Planilhas eletrônicas,Fundatec,SUSEPE RS - Agente Penitenciário,2022,EXPLICACAO_INCOMPLETA,"Um ____________ do Microsoft Excel 2016 é um pequeno gráfico, posicionado em uma única célula, que fornece uma",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
97,Informática,Planilhas eletrônicas,Fundatec,SUSEPE RS - Agente Penitenciário Administrativo,2022,EXPLICACAO_INCOMPLETA,"No Microsoft Excel 2016, uma ______________ é um arquivo que contém uma ou mais planilhas. Assinale a alternat",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
105,Informática,Planilhas eletrônicas,Fundatec,SUSEPE RS - Agente Penitenciário,2022,EXPLICACAO_INCOMPLETA,"No Microsoft Excel 2016, deseja-se utilizar a célula C2 para exibir o maior número entre os valores das célula",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
109,Informática,Planilhas eletrônicas,Fundatec,Brigada Militar RS - Soldado Nível III,2022,EXPLICACAO_INCOMPLETA,"Assinale a alternativa que representa, no Microsoft Excel 2013, um intervalo de células contínuo iniciando na ",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
340,Informática,Planilhas eletrônicas,Fundatec,Corpo de Bombeiros Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"Em relação ao Microsoft Excel 2016, versão para computador, em sua configuração padrão e em português, analise",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
492,Informática,Planilhas eletrônicas,Fundatec,GM (Pref Gravataí)/Pref Gravataí/2026,2026,EXPLICACAO_GENERICA,"Para responder à questão, considere a Figura 1 abaixo: Um setor administrativo da Guarda Municipal utiliza pla",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
493,Informática,Planilhas eletrônicas,Fundatec,GM (Pref Porto Alegre)/Pref Porto Alegre/2025,2025,EXPLICACAO_GENERICA,"Com base no Excel 2016, analise a Figura 2 a seguir: Figura 2 – Excel 2016Referente à Figura 2, assinale a alt",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
495,Informática,Planilhas eletrônicas,Fundatec,GM (Pref Imbé)/Pref Imbé/2023,2023,EXPLICACAO_GENERICA,"Analise a Figura 2 abaixo, que mostra uma tabela criada no LibreOffice Calc: ABC 1303550 2254065 3101520 4 Fig",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
498,Informática,Planilhas eletrônicas,Fundatec,TA Pol Pen (PP RS)/PP RS/2022,2022,EXPLICACAO_GENERICA,Figura 2 abaixo apresenta uma planilha no Microsoft Excel 2016. Assinale a alternativa cuja fórmula pode ser u,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
499,Informática,Planilhas eletrônicas,Fundatec,Pol Pen (PP RS)/PP RS/2022,2022,EXPLICACAO_GENERICA,A Figura 1 abaixo apresenta uma planilha no Microsoft Excel 2016: Assinale a alternativa cuja fórmula pode ser,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
637,Informática,Planilhas eletrônicas,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,"São funções lógicas do Microsoft Excel para Microsoft 365, em sua configuração padrão e versão em português, u",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
638,Informática,Planilhas eletrônicas,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,Um usuário deseja calcular automaticamente a soma dos valores contidos nas células A1 até A5. Considerando as ,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
834,Informática,Planilhas eletrônicas,Fundatec,Tec (Pref Viamão)/Pref Viamão/Agrícola/2022,2022,EXPLICACAO_GENERICA,"No Microsoft Excel 2016, a função SOMA é utilizada para adicionar valores individuais, referências de célula o",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
95,Informática,Correio eletrônico,Fundatec,SUSEPE RS - Agente Penitenciário,2022,EXPLICACAO_INCOMPLETA,"Analise as tarefas abaixo, verificando se podem ser executadas utilizando o Microsoft Outlook 2016: I. Agendar",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
99,Informática,Correio eletrônico,Fundatec,SUSEPE RS - Agente Penitenciário Administrativo,2022,EXPLICACAO_INCOMPLETA,"Em relação ao Microsoft Outlook 2016, analise as assertivas abaixo, assinalando V, se verdadeiras, ou F, se fa",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
100,Informática,Correio eletrônico,Fundatec,SUSEPE RS - Agente Penitenciário Administrativo,2022,EXPLICACAO_INCOMPLETA,"Ao enviar uma nova mensagem de e-mail pelo Gmail, qual das informações abaixo é obrigatória?",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
626,Informática,Correio eletrônico,Fundatec,GM (Pref Gravataí)/Pref Gravataí/2026,2026,EXPLICACAO_GENERICA,"Em relação ao Gmail, analise as assertivas abaixo: I. Utilizando a função Desfazer envio, é possível cancelar ",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
698,Informática,Correio eletrônico,Fundatec,GM (Pref Porto Alegre)/Pref Porto Alegre/2025,2025,EXPLICACAO_GENERICA,"No Gmail, qual é o recurso que permite ao usuário enviar e-mails que expiram e possuem restrições de ações, co",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
699,Informática,Correio eletrônico,Fundatec,Per Crim (IGP RS)/IGP RS/Contabilidade e Economia/2025,2025,EXPLICACAO_GENERICA,"Em um aplicativo de correio eletrônico, para enviar uma cópia da mensagem a um destinatário cujo endereço de e",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
700,Informática,Correio eletrônico,Fundatec,Tec Per (IGP RS)/IGP RS/Técnico em Química/2025,2025,EXPLICACAO_GENERICA,"Em um aplicativo de correio eletrônico, um rascunho é uma mensagem de e-mail que foi salva sem que tenha sido ",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
768,Informática,Correio eletrônico,Fundatec,GM (Pref Foz do Iguaçu)/Pref Foz do Iguaçu/2024,2024,EXPLICACAO_GENERICA,"No Gmail no computador, na janela de Nova Mensagem, encontram-se algumas opções, como o botão Enviar. Qual das",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
830,Informática,Correio eletrônico,Fundatec,Pol Pen (PP RS)/PP RS/2022,2022,EXPLICACAO_GENERICA,"É possível configurar, no Gmail, um tempo determinado para cancelar o envio de uma mensagem de e-mail. Quais a",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
61,Informática,Editor de textos,Fundatec,Brigada Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"No Microsoft Word 2016, versão para computador, em sua configuração padrão e em português, como é chamada a op",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
91,Informática,Editor de textos,Fundatec,SUSEPE RS - Agente Penitenciário,2022,EXPLICACAO_INCOMPLETA,"Sobre o Microsoft Word 2016, assinale a alternativa que corresponde ao atalho de teclado utilizado para recort",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
92,Informática,Editor de textos,Fundatec,SUSEPE RS - Agente Penitenciário,2022,EXPLICACAO_INCOMPLETA,Assinale a alternativa que NÃO apresenta uma opção de formatação de parágrafo que pode ser aplicada por meio d,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
96,Informática,Editor de textos,Fundatec,SUSEPE RS - Agente Penitenciário Administrativo,2022,EXPLICACAO_INCOMPLETA,"São efeitos de fonte que podem ser aplicados por meio da caixa de diálogo “Fonte” do Microsoft Word 2016, EXCE",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
104,Informática,Editor de textos,Fundatec,SUSEPE RS - Agente Penitenciário Administrativo,2022,EXPLICACAO_INCOMPLETA,"Sobre o Microsoft Word 2016, assinale a alternativa que corresponde ao atalho de teclado utilizado para desfaz",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
110,Informática,Editor de textos,Fundatec,Brigada Militar RS - Soldado Nível III,2022,EXPLICACAO_INCOMPLETA,"No Microsoft Word 2013, o recurso que permite copiar toda a formatação de um objeto e aplicá-la a outro é cham",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
341,Informática,Editor de textos,Fundatec,Corpo de Bombeiros Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"No Microsoft Word 2016, versão para computador, em sua configuração padrão e em português, para riscar um text",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
627,Informática,Editor de textos,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,"No Microsoft Word para Microsoft 365, em sua configuração padrão e versão em português, em qual guia da faixa ",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
628,Informática,Editor de textos,Fundatec,GM (Pref Gravataí)/Pref Gravataí/2026,2026,EXPLICACAO_GENERICA,"Durante a edição de um documento no Word 2016, um servidor público deseja verificar simultaneamente o número t",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
629,Informática,Editor de textos,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,"Durante a elaboração de um relatório administrativo da Guarda Municipal, um servidor está revisando um contrat",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
701,Informática,Editor de textos,Fundatec,GM (Pref Porto Alegre)/Pref Porto Alegre/2025,2025,EXPLICACAO_GENERICA,"No Word 2016, na guia ‘Layout’, no grupo ‘Configurar Página’, é possível acessar as seguintes opções do item ‘",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
769,Informática,Editor de textos,Fundatec,GM (Pref Foz do Iguaçu)/Pref Foz do Iguaçu/2024,2024,EXPLICACAO_GENERICA,"No Word 2016, a funcionalidade Inserir Nota de Rodapé é encontrada em qual guia?",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
791,Informática,Editor de textos,Fundatec,GM (Pref Imbé)/Pref Imbé/2023,2023,EXPLICACAO_GENERICA,Assinale a alternativa que apresenta INCORRETAMENTE a funcionalidade do botão apresentado no LibreOffice Write,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
831,Informática,Editor de textos,Fundatec,Tec (Pref Viamão)/Pref Viamão/Agrícola/2022,2022,EXPLICACAO_GENERICA,"No Microsoft Word 2016, o botão liga e desliga caracteres ocultos como espaços, marcadores de parágrafo ou mar",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
832,Informática,Editor de textos,Fundatec,Pol Pen (PP RS)/PP RS/2022,2022,EXPLICACAO_GENERICA,"Sobre o Microsoft Word 2016, assinale a alternativa que corresponde ao atalho de teclado utilizado para recort",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
63,Informática,Internet e navegadores,Fundatec,Brigada Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"Durante uma videochamada no Google Meet, versão atualizada para computador, um moderador pode executar as ativ",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
64,Informática,Internet e navegadores,Fundatec,Brigada Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"No Google Drive, ao selecionar um arquivo, qual é a função do botão apresentado na imagem abaixo?",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
94,Informática,Internet e navegadores,Fundatec,SUSEPE RS - Agente Penitenciário,2022,EXPLICACAO_INCOMPLETA,"Sobre o modo de navegação anônima do Google Chrome, é correto afirmar que:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
98,Informática,Internet e navegadores,Fundatec,SUSEPE RS - Agente Penitenciário Administrativo,2022,EXPLICACAO_INCOMPLETA,"Sobre o Google Chrome, assinale a alternativa que NÃO corresponde a um tipo de dado que pode ser excluído util",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
106,Informática,Internet e navegadores,Fundatec,Brigada Militar RS - Soldado Nível III,2022,EXPLICACAO_INCOMPLETA,Uma forma de localizar arquivos no Google Drive é utilizar a pesquisa localizada na parte superior central da ,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
107,Informática,Internet e navegadores,Fundatec,Brigada Militar RS - Soldado Nível III,2022,EXPLICACAO_INCOMPLETA,"No Mozilla Firefox, é possível copiar ou salvar, em formato de imagem, páginas completas ou partes visíveis de",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
496,Informática,Internet e navegadores,Fundatec,Tec (Pref Viamão)/Pref Viamão/Agrícola/2022,2022,EXPLICACAO_GENERICA,"A Figura 1, abaixo, apresenta a janela principal do navegador Google Chrome. Na imagem, está destacado um ícon",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
497,Informática,Internet e navegadores,Fundatec,TA Pol Pen (PP RS)/PP RS/2022,2022,EXPLICACAO_GENERICA,"A Figura 3 abaixo apresenta a janela principal do navegador Mozilla Firefox. Na imagem, está destacado um ícon",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
630,Informática,Internet e navegadores,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,A camada da internet publicamente acessível cujas páginas são indexadas pelos mecanismos de busca dos principa,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
631,Informática,Internet e navegadores,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,Assinale a alternativa que corresponde a uma técnica de rastreamento e identificação que consiste na identific,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
632,Informática,Internet e navegadores,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,O DNS (Domain Name System) é um sistema que traduz nomes de domínio em endereços IP (1ª parte) e que opera na ,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
