tecId,cadernoNumero,banca,concurso,ano,classificacao_final,sublote_origem,APROVADA_PARA_PROXIMA_FASE,motivo_ressalva
2596087,464,"ITAME","Ag (Pref Nazário)/Pref Nazário/Combate às Endemias/2023",2023,VALIDA,6,true,
2593846,465,"VUNESP","AgDP (DPE SP)/DPE SP/Cientista Social - Sociólogo/2023",2023,VALIDA,6,true,
2591112,466,"VUNESP","AgDP (DPE SP)/DPE SP/Analista de Suporte/2023",2023,VALIDA,6,true,
2582271,469,"Unifil","Educ (Pref Tamarana)/Pref Tamarana/2023",2023,VALIDA,6,true,
2561017,471,"FUNDATEC","AST (PROCERGS)/PROCERGS/Técnico em Administração/2023",2023,VALIDA,6,true,
2542430,473,"FUNDATEC","MVP (N Santa Rita)/Pref N Sta Rita (RS)/2023",2023,VALIDA,6,true,
2542301,474,"FUNDATEC","Almo (N Santa Rita)/Pref N Sta Rita (RS)/2023",2023,VALIDA,6,true,
2540801,475,"ITAME","OSoc (Montividiu)/Pref Montividiu/2023",2023,VALIDA,6,true,
2538852,477,"OBJETIVA CONCURSOS","ACS (Pref Igrejinha)/Pref Igrejinha/2023",2023,VALIDA,6,true,
2509323,478,"Instituto AOCP","Ana (MPE MS)/MPE MS/Direito/2023",2023,VALIDA,6,true,
2507084,479,"Instituto Consulplan","Ag Adm (FEPAM RS)/FEPAM RS/Assistente Administrativo/2023",2023,VALIDA,6,true,
2505220,480,"FUNCERN","ASo (Bom Jesus (RN))/Pref Bom Jesus (RN)/2023",2023,VALIDA,6,true,
2465385,483,"CEBRASPE (CESPE)","Psic (São Cristóvão)/Pref São Cristóvão/2023",2023,VALIDA,6,true,
2459962,486,"FUNDATEC","ACS (Pref Porto Alegre)/Pref Porto Alegre/2023",2023,VALIDA,6,true,
2456904,487,"CEBRASPE (CESPE)","GCM (Boa Vista)/Pref Boa Vista/2023",2023,VALIDA,6,true,
2439366,488,"AVANÇASP","OSoc (SM Arcanjo)/Pref SM Arcanjo/2023",2023,VALIDA,6,true,
2433362,490,"AVANÇASP","Coor (SM Arcanjo)/Pref SM Arcanjo/CRAS/2023",2023,VALIDA,6,true,
2427258,491,"VUNESP","Ag (Pref Peruíbe)/Pref Peruíbe/Desenvolvimento Social/2023",2023,VALIDA,6,true,
2421550,492,"CEBRASPE (CESPE)","Ana (CNMP)/CNMP/Apoio Jurídico/Direito/2023",2023,VALIDA,6,true,
2421358,493,"IBFC","Esp S (Pref Cuiabá)/Pref Cuiabá/Psicólogo/2023",2023,VALIDA,6,true,
2402566,494,"Instituto Consulplan","ADS (SEAS RO)/SEAS RO/Psicologia/2023",2023,VALIDA_COM_RESSALVA,6,true,"Questao interpretativa sobre se as 5 formas classicas sao exemplificativas (""entre outras""). Gabarito nao factualmente errado, mas conceitualmente confuso (violencia politica de genero tem lei propria; violencia espiritual ja e coberta por psicologica via ""crencas""). Precisa de explicacao cuidadosa."
2401831,495,"Instituto Consulplan","Ana Tec (MPE BA)/MPE BA/Serviço Social/2023",2023,VALIDA,6,true,
2394908,496,"VUNESP","Cd Soc (Sertãozinho)/Pref Sertãozinho SP/2023",2023,VALIDA,6,true,
2377110,499,"FGV","AnaP MPE SP/MPE SP/Saúde e Assistência Social/Assistente Social/2023",2023,VALIDA,6,true,
2348578,500,"FCC","Sold (CBM BA)/CBM BA/2023",2023,VALIDA,6,true,
2284098,503,"IDECAN","Sold (PM CE)/PM CE/2023",2023,PROBLEMATICA_GABARITO_AMBIGUO,6,false,"PROBLEMATICA_GABARITO_AMBIGUO: reauditoria especifica confirmou que as alternativas D (""vitima exige genero feminino, que nao se confunde com sexo feminino"") e E (""agressor sem restricao de genero"", gabarito original) sao AMBAS verdadeiras sob a jurisprudencia vigente em 2026 (aplicacao da LMP a mulheres trans; irrelevancia do genero do agressor). Nao ha detalhe textual em D que a torne falsa. Questao de resposta unica com duas alternativas corretas -- gabarito ambiguo da fonte original (IDECAN, Sold PM CE/2023). Retirada do lote valido."
1864840,504,"FGV","Insp Pol (PC RJ)/PC RJ/2022",2022,VALIDA,6,true,
2257406,505,"FEPESE","ASoc (Pref Pinhalzi)/Pref Pinhalzinho-SC/2022",2022,VALIDA_COM_RESSALVA,6,true,"Artefato de OCR em alternativa distratora: ""Lei no 741, de 01/10/2003"" faltando prefixo ""10."" (deveria ser 10.741/2003). Nao afeta o gabarito (C). Precisa de limpeza de texto."
2267556,506,"CEBRASPE (CESPE)","AJ TRT8/TRT 8/Apoio Especializado/Serviço Social/2022",2022,VALIDA,6,true,
2294132,508,"FCC","Prof (SEC BA)/SEC BA/Ciências da Natureza/Física/2022",2022,VALIDA,6,true,
3369909,509,"INDEPAC","GCM (Pref Cajamar)/Pref Cajamar/3ª Classe/2022",2022,VALIDA,6,true,
2299772,510,"OBJETIVA CONCURSOS","Ag (Pref Nova Hartz)/Pref Nova Hartz/Comunitário de Saúde/2022",2022,VALIDA,6,true,
2315573,511,"COGEPS UNIOESTE","ESoc (Pref Barracão)/Pref Barracão/2022",2022,VALIDA,6,true,
2433843,512,"Instituto Verbena","Ed Soc (Pref GYN)/Pref GYN/2022",2022,VALIDA_COM_RESSALVA,6,true,"Enunciado cita ""Lei complementar n. 150/2015"" (trabalho domestico, sem relacao com o conteudo testado) -- provavel erro de citacao da fonte. Gabarito (B, transcricao literal do art.5 caput) continua correto."
2325983,514,"IBADE","Sarg (PM PB)/PM PB/Combatente/2022",2022,VALIDA,6,true,
2335471,515,"IBFC","Psico (SESACRE)/SESACRE/2022",2022,VALIDA,7,true,
2362857,516,"CETAP","ASoc (Inhangapi)/Pref Inhangapi/2022",2022,VALIDA_COM_RESSALVA,7,true,"Artefato de OCR: caractere ""|"" solto no meio da definicao de familia (""comunidade | formada""). Conteudo e gabarito (A) corretos, precisa de limpeza de texto."
2367602,517,"IBFC","AJ (TJ MG)/TJ MG/Assistente Social/2022",2022,VALIDA,7,true,
2670955,518,"MS (SARMENTO)","AssSo (Pref Cáceres)/Pref Cáceres/2022",2022,VALIDA,7,true,
2432000,519,"AVANÇASP","Ag (Pref Laranjal P)/Pref Laranjal Pta/Social/2022",2022,VALIDA_COM_RESSALVA,7,true,"Typo no enunciado: ""Lei Marinha da Penha"" ao inves de ""Lei Maria da Penha"". Nao afeta compreensao nem gabarito (B, fisica), mas precisa de correcao antes de importar."
2382101,520,"QUADRIX","Ag Fis (CRESS 24)/CRESS 24 (AP)/2022",2022,VALIDA,7,true,
2041592,521,"FCC","Ana JD (DPE AM)/DPE AM/Ciências Jurídicas/2022",2022,VALIDA,7,true,
2385631,523,"FUNDATEC","Tec (Pref Viamão)/Pref Viamão/Agrícola/2022",2022,VALIDA,7,true,
2386767,524,"FUNDATEC","Aux (Pref Viamão)/Pref Viamão/Infraestrutura/2022",2022,VALIDA,7,true,
2758525,525,"FAURGS","Esp Sau (SES RS)/SES RS/Biomédico/2022",2022,VALIDA,7,true,
2388014,526,"FUNDATEC","ASoc (Pref Viamão)/Pref Viamão/2022",2022,VALIDA,7,true,
2402474,528,"IBFC","Ag Sg Sc (SEJUSP MG)/SEJUSP MG/2022",2022,VALIDA,7,true,
2394305,529,"SUSTENTE","Estag (TJ PE)/TJ PE/Pedagogia/2022",2022,VALIDA,7,true,
2065317,532,"CEBRASPE (CESPE)","ASoc (Pires do Rio)/Pref Pires do Rio/2022",2022,VALIDA,7,true,
2027140,533,"IMPARH","Educ Soc (SDHDS)/Pref Fortaleza/2022",2022,VALIDA,7,true,
1938847,536,"CEBRASPE (CESPE)","Del Pol (PC RJ)/PC RJ/2022",2022,VALIDA,7,true,
2028702,537,"IMPARH","PTNS (SDHDS)/Pref Fortaleza/Serviço Social/2022",2022,VALIDA_COM_RESSALVA,7,true,"Lista fechada das 5 modalidades classicas sem hedge (""apresenta as formas... prevista na Lei""). Gabarito C permanece o unico plausivel (demais opcoes sao garbage/categorias fake), mas precisa de nota sobre o inciso VI."
1938433,538,"VUNESP","GCM (Pref Osasco)/Pref Osasco/2022",2022,VALIDA,7,true,
2075466,541,"FGV","ES (SEMSA Manaus)/Pref Manaus/Psicólogo/2022",2022,VALIDA,7,true,
1928354,542,"FGV","Alun Of (PM AM)/PM AM/2022",2022,VALIDA,7,true,
2075819,543,"INSTITUTO MAIS","Adm (FASE RS)/FASE RS/2022",2022,VALIDA,7,true,
2882851,545,"APLICATIVA","G.C.M (Pref SJR Pardo)/Pref SJR Pardo/2022",2022,VALIDA,7,true,
2835434,546,"IBFC","Orien Soc (Pref Dourados)/Pref Dourados/2022",2022,VALIDA,7,true,
2747380,547,"IVIN","Aux (Pref Estreito)/Pref Estreito/Cuidador Social/2022",2022,VALIDA,7,true,
1916562,548,"CEBRASPE (CESPE)","TDP (DPE RO)/DPE RO/Oficial de Diligência/2022",2022,VALIDA,7,true,
2142842,550,"VUNESP","GCM (Sertãozinho)/Pref Sertãozinho SP/2022",2022,VALIDA,7,true,
2547891,551,"SELECON","Ped Soc (Pref LRV)/Pref L do Rio Verde/2022",2022,VALIDA,7,true,
2142851,552,"VUNESP","GCM (Sertãozinho)/Pref Sertãozinho SP/2022",2022,VALIDA,7,true,
2155740,553,"IBFC","Escr (PC BA)/PC BA/2022",2022,VALIDA,7,true,
2547846,554,"SELECON","Ped Soc (Pref LRV)/Pref L do Rio Verde/2022",2022,VALIDA,7,true,
3095409,556,"EJUD PI","Estag (TJ PI)/TJ PI/Psicologia/2022",2022,VALIDA_COM_RESSALVA,7,true,"Enunciado afirma explicitamente que o art.7 ""define CINCO formas de violencia"" -- alegacao de contagem desatualizada desde a Lei 15.384/2026 (sao 6). Mas o NUCLEO testado e um exercicio de correspondencia (sequencia numerica) entre 5 definicoes especificas e seus nomes, que nao depende do total ser 5 ou 6 -- nenhuma das 5 categorias trabalhadas muda, e vicaria nao aparece como opcao. Mesmo criterio usado no caderno 240 do sub-lote 1: gabarito da sequencia continua correto, mas a frase de abertura precisa de nota explicando que hoje sao 6 formas."
2063625,557,"Instituto AOCP","Sold (PM GO)/PM GO/Combatente/2022",2022,VALIDA,7,true,
3095795,559,"EJUD PI","Estag (TJ PI)/TJ PI/Serviço Social/2022",2022,VALIDA,7,true,
2167453,560,"FCM","CEFETMINAS - Ass Sc (Pref SC Esc)/Pref Sta C Escalvado/2022",2022,VALIDA,7,true,
3095842,562,"EJUD PI","Estag (TJ PI)/TJ PI/Serviço Social/2022",2022,VALIDA,7,true,
2176431,565,"VUNESP","Ana Prev (IPSM SJC)/IPSM SJC/Assistente Social/2022",2022,VALIDA,7,true,
2180185,566,"FGV","Pol Pen (DEPEN MG)/DEPEN MG/2022",2022,VALIDA_COM_RESSALVA,7,true,"Typo no enunciado: ""Lei no 11.340/2016"" -- ano errado (a LMP e de 2006, nao 2016). Conteudo (definicoes I-III) e gabarito (E, todas corretas) permanecem certos; precisa de correcao da data antes de importar."
1912214,567,"CEBRASPE (CESPE)","ADP (DPE RO)/DPE RO/Assistência Social/2022",2022,VALIDA,7,true,
1940683,568,"FGV","Del Pol (PC AM)/PC AM/4ª Classe/2022",2022,VALIDA,8,true,
2185202,569,"VUNESP","Psic (Pref Sorocaba)/Pref Sorocaba/2022",2022,VALIDA,8,true,
2189154,570,"Instituto ACCESS","Adv (Ouro Branco)/Pref Ouro Branco/CREAS/2022",2022,VALIDA,8,true,
2193756,571,"FAU UNICENTRO","OSoc (Pref QN)/Pref QN/2022",2022,VALIDA,8,true,
2201325,573,"VUNESP","GCM (Pref Sto André)/Pref Santo André/2022",2022,VALIDA,8,true,
2748613,575,"IVIN","CSoc (Pref Estreito)/Pref Estreito/2022",2022,VALIDA,8,true,
2506653,576,"ITAME","Ag Sau (Pref Guapó)/Pref Guapó/2022",2022,VALIDA,8,true,
2505524,578,"FUNDATEC","AEI (Paim Filho)/Pref Paim Filho/2022",2022,VALIDA,8,true,
2230482,579,"FCC","DP MT/DPE MT/2022",2022,VALIDA,8,true,
2233524,580,"FUMARC","AJ TRT3/TRT 3/Apoio Especializado/Serviço Social/2022",2022,VALIDA,8,true,
2797871,583,"COPS UEL","GCM (Londrina)/Pref Londrina/2022",2022,VALIDA,8,true,
2488487,584,"FUNDATEC","TecBib (Pref Esteio)/Pref Esteio/2022",2022,VALIDA,8,true,
1903198,585,"FUNDATEC","AGS (IPE Saúde)/IPE Saúde/Administração/2022",2022,VALIDA,8,true,
2065314,586,"CEBRASPE (CESPE)","ASoc (Pires do Rio)/Pref Pires do Rio/2022",2022,VALIDA,8,true,
3098121,587,"NC UFPR (FUNPAR)","Ed Soc (FAS)/FAS/2022",2022,VALIDA,8,true,
2233844,588,"IBFC","Ana (DPE MT)/DPE MT/Psicólogo/2022",2022,VALIDA_COM_RESSALVA,8,true,"Typo na alternativa correta (gabarito): ""bens, valores e direitos AOS recursos economicos"" -- deveria ser ""OU recursos economicos"". Nao afeta a compreensao nem o gabarito (A, patrimonial), mas precisa de correcao de texto antes de importar."
2233923,589,"IDECAN","Sold (PM MS)/PM MS/2022",2022,VALIDA,8,true,
2472313,590,"OBJETIVA CONCURSOS","ACS (Pref Nv Araçá)/Pref Nova Araçá/2022",2022,VALIDA_COM_RESSALVA,8,true,"Lista fechada das 5 modalidades classicas sem hedge (""Fisica, psicologica, sexual, patrimonial e moral, ocorrida entre relacoes pessoais, independente de orientacao sexual""). Gabarito C permanece o unico plausivel entre as opcoes (as demais negam categorias ou impoem condicoes falsas), mas precisa de nota sobre o inciso VI."
2252856,592,"AOCP","Educ Soc (Pinhais)/Pref Pinhais/2022",2022,VALIDA,8,true,
1882009,593,"FGV","Inv Pol (PC RJ)/PC RJ/2022",2022,VALIDA,8,true,
1876273,594,"FGV","TPN (PC RJ)/PC RJ/2022",2022,VALIDA,8,true,
1865334,595,"FGV","DP MS/DPE MS/2022",2022,VALIDA,8,true,
1748369,597,"QUADRIX","Ag Fisc (CRESS PB)/CRESS 13 (PB)/2021",2021,VALIDA,8,true,
1725434,598,"VUNESP","OrS (Pref F Vasconc)/Pref F Vasconcelos/2021",2021,VALIDA,8,true,
1748372,599,"QUADRIX","Ag Fisc (CRESS PB)/CRESS 13 (PB)/2021",2021,VALIDA,8,true,
1978066,600,"GUALIMP","OSoc (CL Gasparian)/Pref CL Gasparian/2021",2021,VALIDA,8,true,
1975391,601,"IBADE","Sarg (CBM PB)/CBM PB/2021",2021,VALIDA,8,true,
1632410,602,"IDIB","Sarg (PM ES)/PM ES/2021",2021,VALIDA,8,true,
1748613,603,"IBADE","Adv (IAPEN AC)/IAPEN AC/2021",2021,VALIDA,8,true,
2608460,605,"ADM&TEC","GM (Pref Cp Alegre)/Pref Campo Alegre/2021",2021,VALIDA,8,true,
3092375,608,"IBGP","ASoc (Pref Dores do Indaiá)/Pref Dores do Indaiá/2021",2021,VALIDA,8,true,
1729002,609,"OBJETIVA CONCURSOS","TEnf (Horizontina)/Pref Horizontina/2021",2021,VALIDA,8,true,
1922765,610,"FGV","Psic (Pref Paulínia)/Pref Paulínia/2021",2021,VALIDA,8,true,
1677930,612,"FUNDATEC","GM (Pref Tramandaí)/Pref Tramandaí/2021",2021,VALIDA,8,true,
1682434,613,"CEBRASPE (CESPE)","Ana Min (MPE AP)/MPE AP/Serviço Social/2021",2021,VALIDA,8,true,
1697143,614,"FCM","CEFETMINAS - ASoc (Bela Vista MG)/Pref B Vista MG/Departamento de Assistência Social/2021",2021,VALIDA,8,true,
1703864,616,"CEV URCA","GM (Pref Crato)/Pref Crato/2021",2021,VALIDA,8,true,
2476827,617,"OBJETIVA CONCURSOS","ACS (Pref SJ do Sul)/Pref SJ do Sul/2021",2021,VALIDA,8,true,
1767323,618,"OBJETIVA CONCURSOS","TEnf (Travesseiro)/Pref Travesseiro/2021",2021,VALIDA,9,true,
1789562,620,"FGV","AJ (TJ RO)/TJ RO/Oficial de Justiça/2021",2021,VALIDA,9,true,
1820927,621,"AVANÇASP","Ag (Pref Laranjal P)/Pref Laranjal Pta/Social/2021",2021,VALIDA,9,true,
1819323,622,"OBJETIVA CONCURSOS","TEnf (Cel Martins)/Pref Cel Martins/2021",2021,VALIDA,9,true,
1818982,625,"OBJETIVA CONCURSOS","Psic (Pref Cerro L)/Pref Cerro Largo/2021",2021,VALIDA,9,true,
1817995,626,"FCC","Ass Soc (TJ SC)/TJ SC/2021",2021,VALIDA,9,true,
2371648,627,"Instituto CONSULPAM","GM (Cascavel CE)/Pref Cascavel (CE)/2021",2021,VALIDA,9,true,
1817277,629,"OBJETIVA CONCURSOS","Ag Met (TRENSURB)/TRENSURB/2021",2021,VALIDA,9,true,
1725316,630,"VUNESP","ASoc (Pref F Vascon)/Pref F Vasconcelos/Sistema Único de Assistência Social/2021",2021,DESATUALIZADA,9,false,"DESATUALIZADA: enunciado pergunta explicitamente ""Quais sao TODAS AS FORMAS POSSIVEIS de violencia domestica e familiar ELENCADAS NESTE ARTIGO?"" -- alegacao de completude que e o nucleo do que e testado. Gabarito B lista apenas as 5 classicas; nenhuma das 5 alternativas inclui violencia vicaria (inciso VI, Lei 15.384/2026). Mesmo padrao dos cadernos 226 (sub-lote1) e 454 (sub-lote5)."
3381120,631,"VUNESP","GCM (Pref Jaguariúna)/Pref Jaguariúna/2021",2021,VALIDA,9,true,
2222540,632,"FEPESE","ASoc (Caxambu Sul)/Pref Caxambu do Sul/2021",2021,VALIDA,9,true,
1522392,634,"OBJETIVA CONCURSOS","Odon (N Itaberaba)/Pref Nova Itaberaba/2021",2021,VALIDA,9,true,
1746968,635,"IESES","NeR (TJ RO)/TJ RO/Remoção/2021",2021,VALIDA,9,true,
2144537,636,"IDECAN","GCM (Campina Gde)/Pref Campina Gde/2021",2021,VALIDA,9,true,
2041005,638,"Legalle","ASoc (Pref D Francisca)/Pref D Francisca/2021",2021,VALIDA,9,true,
1472244,640,"Instituto AOCP","AgePen (SEJUC RR)/SEJUC RR/2020",2020,VALIDA,9,true,
1759848,641,"FUNCERN","GM (Monte Alegre RN)/Pref Monte Alegre RN/2020",2020,VALIDA,9,true,
1728363,644,"Marinha","QT (Marinha)/Marinha/Serviço Social/2020",2020,VALIDA_COM_RESSALVA,9,true,"Cenario descreve 3 colegas de trabalho dividindo aluguel por conveniencia financeira (""Em comum acordo com dois colegas, decidiram residir juntos, dividindo as despesas""), sem qualquer mencao a consideracao de parentesco. O gabarito C afirma que a violencia ""pode ser configurada... no ambito da familia E DA UNIDADE DOMESTICA"" -- mas os fatos dados so sustentam claramente o ambito UNIDADE DOMESTICA (convivio permanente, com ou sem vinculo familiar); a extensao ao ambito FAMILIA nao e apoiada pelos fatos (nao ha indicio de que se consideram aparentados). A conclusao central (LMP se aplica) e a rejeicao das demais alternativas permanecem corretas; so a dupla fundamentacao em ambos os ambitos precisa de nota cuidadosa."
1410147,645,"VUNESP","GCM (F Vasconcelos)/Pref F Vasconcelos/2020",2020,VALIDA,9,true,
1256097,647,"VUNESP","Coo (Pref Cananéia)/Pref Cananéia/Centro de Referência e Assistência Social/2020",2020,VALIDA,9,true,
1121086,649,"CEBRASPE (CESPE)","AJ (TJ PA)/TJ PA/Psicologia/2020",2020,VALIDA_COM_RESSALVA,9,true,"Item III afirma que ""a legislacao estipula como tipologias de violencia domestica a fisica, a psicologica, a sexual, a moral e a patrimonial"" sem hedge (""entre outras""/""algumas""). Gabarito (apenas III correto) permanece valido pois III nao afirma que essas sao as UNICAS tipologias, so as lista como tipologias reais -- mesmo criterio usado no caderno 240 do sub-lote 1. Precisa de nota sobre o inciso VI."
1972388,650,"FUNDATEC","ACS (Pref Porto Alegre)/Pref Porto Alegre/2020",2020,VALIDA,9,true,
1221585,651,"Instituto AOCP","ASoc (N Hamburgo)/Pref Novo Hamburgo/2020",2020,VALIDA,9,true,
1501575,654,"EDUCA PB","ASoc (Pref C Índios)/Pref C dos Índios/2020",2020,VALIDA,9,true,
1317126,655,"IDIB","GM (Araguaína)/Pref Araguaína/2020",2020,VALIDA,9,true,
3844720,657,"CONTEMAX","Ass Soc (Pref Alagoa Nova)/Pref Alagoa Nova/2020",2020,VALIDA,9,true,
1501361,658,"EDUCA PB","CEI (Pref Cabedelo)/Pref Cabedelo/2020",2020,VALIDA,9,true,
1326308,661,"VUNESP","ASoc (EBSERH HC-UFU)/HU Brasil HC-UFU/2020",2020,VALIDA,9,true,
1292573,662,"GUALIMP","Ori Soc (Pref Areal)/Pref Areal/2020",2020,VALIDA,9,true,
1107602,663,"SELECON","GCM (Boa Vista)/Pref Boa Vista/2020",2020,VALIDA,9,true,
1282163,666,"OBJETIVA CONCURSOS","ASoc (P Bandeira)/Pref Pinto Bandeira/2019",2019,VALIDA,9,true,
1284855,667,"CONTEMAX","ASoc (Pref Aroeiras)/Pref Aroeiras/2019",2019,VALIDA,9,true,
1288406,668,"OBJETIVA CONCURSOS","ACS (Pref SJ Ouro)/Pref SJ do Ouro/2019",2019,VALIDA,9,true,
1289766,669,"OBJETIVA CONCURSOS","CSoc (Pref SJ Ouro)/Pref SJ do Ouro/2019",2019,VALIDA,9,true,
1598117,671,"FURB","ASoc (Guabiruba/Pref Guabiruba/2019",2019,VALIDA,9,true,
1597203,672,"FURB","Ag (Pref Guabiruba)/Pref Guabiruba/Educação Social/2019",2019,VALIDA,9,true,
1724591,673,"Marinha","QT (Marinha)/Marinha/Serviço Social/2019",2019,VALIDA,9,true,
1334760,674,"FAFIPA","GCM (Pref Araucária)/Pref Araucária/2019",2019,VALIDA,9,true,
1357302,676,"OBJETIVA CONCURSOS","PedS (Pref A Olinto)/Pref Antonio Olinto/2019",2019,VALIDA,10,true,
1045390,677,"Unifil","Cuid (Pref Tupãssi)/Pref Tupãssi/2019",2019,VALIDA,10,true,
1376386,678,"ADM&TEC","ASoc (Pref T Vilela)/Pref Teotônio Vilela/2019",2019,VALIDA,10,true,
1376388,679,"ADM&TEC","ASoc (Pref T Vilela)/Pref Teotônio Vilela/2019",2019,VALIDA,10,true,
2283191,680,"URI","Ass (Pref Santo Ângelo)/Pref Santo Ângelo/2019",2019,VALIDA,10,true,
1404259,681,"FCM","CEFETMINAS - ASoc (Caranaíba)/Pref Caranaíba/2019",2019,VALIDA,10,true,
1212588,682,"QUADRIX","Ass Soc (Pref Jataí)/Pref Jataí/2019",2019,VALIDA,10,true,
1046929,685,"Unifil","OrSoc (Pref Tupãssi)/Pref Tupãssi/2019",2019,VALIDA,10,true,
1494137,686,"VUNESP","ACSoc (Pref Osasco)/Pref Osasco/2019",2019,VALIDA,10,true,
1176323,687,"CEBRASPE (CESPE)","JL (TJ BA)/TJ BA/2019",2019,VALIDA,10,true,
1046931,688,"Unifil","OrSoc (Pref Tupãssi)/Pref Tupãssi/2019",2019,VALIDA,10,true,
1121194,690,"VUNESP","Proc Jur (ESEF)/ESEF/2019",2019,VALIDA,10,true,
1529642,691,"OBJETIVA CONCURSOS","Aux (Pref Chapecó)/Pref Chapecó/Enfermagem/2019",2019,VALIDA,10,true,
1746129,692,"EJUD PI","Estag (TJ PI)/TJ PI/Serviço Social/2019",2019,VALIDA,10,true,
1120050,694,"CEV UECE","Ana Gt (Pref Sobral)/Pref Sobral/Serviço Social/2019",2019,VALIDA,10,true,
900149,695,"IBFC","GCM (Conde-PB)/Pref Conde (PB)/3ª Classe/2019",2019,VALIDA,10,true,
908463,697,"CEBRASPE (CESPE)","Ana GRS (SLU DF)/SLU DF/Serviço Social/2019",2019,VALIDA,10,true,
916362,699,"OBJETIVA CONCURSOS","Age (Pref Tramandaí)/Pref Tramandaí/Comunitário de Saúde/2019",2019,VALIDA,10,true,
880260,700,"Instituto Excelência","ASCAPS (Barra Velha)/Pref Barra Velha/2019",2019,VALIDA,10,true,
878134,701,"VUNESP","JE TJAC/TJ AC/2019",2019,VALIDA,10,true,
864454,702,"IADES","Tec Ges (SEASTER PA)/SEASTER PA/Assistente Social/2019",2019,VALIDA,10,true,
930933,704,"CONTEMAX","Ass Soc (Pref Conceição)/Pref Conceição/2019",2019,VALIDA,10,true,
864404,705,"IADES","Enf (SEASTER PA)/SEASTER PA/2019",2019,VALIDA,10,true,
1553250,708,"FAUEL","ESoc (Jandaia Sul)/Pref Jandaia do Sul/2019",2019,VALIDA_COM_RESSALVA,10,true,"Enunciado afirma ""A Lei Maria da Penha configura CINCO formas de violencia..., entre elas a violencia patrimonial"" antes de pedir um EXEMPLO especifico de violencia patrimonial (gabarito B, retencao de documentos pessoais). O nucleo testado (identificar um exemplo de patrimonial) nao depende do total ser 5 ou 6 -- mesmo criterio dos cadernos 556 e 649. Precisa de nota sobre o inciso VI."
945439,709,"FGV","PAI (Pref Salvador)/Pref Salvador/Psicólogo/2019",2019,VALIDA,10,true,
1109990,710,"FAUEL","Ori Soc (Mandaguari)/Pref Mandaguari/2019",2019,VALIDA,10,true,
2561747,714,"FAUEL","ASoc (Guarapuava)/Pref Guarapuava/2019",2019,VALIDA,10,true,
1592281,715,"PRÓ-MUNICÍPIO","ASoc (OSHCP HCP)/OSHCP/2019",2019,VALIDA,10,true,
2083452,716,"Fundação La Salle","ADM (PROCERGS)/PROCERGS/2019",2019,VALIDA,10,true,
1102992,718,"EDUCA PB","ASoc (Pref Várzea)/Pref Várzea (PB)/2019",2019,VALIDA,10,true,
1650406,719,"FURB","Edu (Pref Blumenau)/Pref Blumenau/Social/2019",2019,VALIDA,10,true,
1068583,721,"FAUEL","ASoc (Pref H Serpa)/Pref Honório Serpa/2019",2019,VALIDA,10,true,
1016975,723,"VUNESP","GM (Pref Cerquilho)/Pref Cerquilho/2019",2019,VALIDA,10,true,
1028270,725,"VUNESP","GM (Pref Campinas)/Pref Campinas/2019",2019,VALIDA,10,true,
1270278,727,"OBJETIVA CONCURSOS","Enf (S Martinho S)/Pref S Martinho da S/2019",2019,VALIDA,10,true,
1284278,731,"OBJETIVA CONCURSOS","TEnf (P Bandeira)/Pref Pinto Bandeira/2019",2019,VALIDA,10,true,
732886,732,"IBADE","Sold (PM RN)/PM RN/QPPM (Praças)/2018",2018,VALIDA,10,true,
605453,734,"FCC","Ana JD (DPE AM)/DPE AM/Ciências Jurídicas/2018",2018,VALIDA,10,true,
715864,735,"IADES","Sold (PM DF)/PM DF/Corneteiro/2018",2018,VALIDA,11,true,
609444,736,"Instituto AOCP","Per (ITEP RN)/ITEP RN/Criminal/Psicologia/2018",2018,VALIDA,11,true,
715436,737,"FCC","Edu Sc (Pref Macapá)/Pref Macapá/2018",2018,VALIDA,11,true,
692312,740,"IBADE","Ana Prev (IPM JP)/IPM JP/Assistente Social/2018",2018,VALIDA,11,true,
1410217,744,"FAUEL","Ass S (Pref Maringá)/Pref Maringá/CRAS/2018",2018,VALIDA,11,true,
2474830,746,"IBADE","AssS (Pref Cujubim)/Pref Cujubim/2018",2018,VALIDA,11,true,
641989,747,"IBFC","Adv AS (Divinópolis)/Pref Divinópolis/2018",2018,VALIDA,11,true,
1453101,748,"CEV URCA","AsSoc (Pref Mauriti)/Pref Mauriti/2018",2018,VALIDA,11,true,
1336891,750,"IMPARH","PTNS (SDHDS)/Pref Fortaleza/Direito/2018",2018,VALIDA,11,true,
609855,752,"Instituto AOCP","Per (ITEP RN)/ITEP RN/Criminal/Psicologia/2018",2018,VALIDA,11,true,
593247,753,"CEBRASPE (CESPE)","DP PE/DPE PE/2018",2018,VALIDA,11,true,
700539,754,"Instituto Verbena","Ass Soc (CM GYN)/CM GYN/2018",2018,VALIDA_COM_RESSALVA,11,true,"Enunciado ""esta lei estabelece as SEGUINTES formas de violencia"" (sem hedge). Gabarito B (fisica,psicologica,sexual,patrimonial,moral) permanece o unico plausivel -- as demais alternativas incluem termos fake (biologica, homofobica, bullying). Precisa de nota sobre o inciso VI."
824300,758,"FGR","Ass Soc (Cab Grande)/Pref Cab Grande/2018",2018,VALIDA,11,true,
1159254,759,"QUADRIX","Psic OF (CRP17)/CRP 17 (RN)/2018",2018,VALIDA,11,true,
